,logFC,AveExpr,t,P.Value,adj.P.Val,B,g
EPB41L5,-1.95480241398201,1.32130076521541,-2.39100571243736,0.024431778589489,0.105978239792196,-4.06176945737799,DOWN
NDUFB10,-2.90395877669727,4.72588013300643,-2.39094181350974,0.0244352361382525,0.105978239792196,-4.06189692922026,DOWN
FGF22,1.88129856502538,2.06456944399695,2.39063754237353,0.0244517063026549,0.105978239792196,-4.06250388969195,UP
IFT46,-1.68328099300277,1.03551682177247,-2.39026324462942,0.0244719809700637,0.105978239792196,-4.06325047265407,DOWN
MBL2,0.0559600991320424,0.0848314835070054,2.39002661490785,0.0244848064994884,0.105978239792196,-4.06372242182536,UP
ARPC5,-2.44441757178434,4.92807567870389,-2.3898089270772,0.0244966108079201,0.105978239792196,-4.06415656612701,DOWN
KLHDC3,-2.07247354910412,1.51415614715733,-2.38949042380171,0.0245138913272245,0.105978239792196,-4.06479172619495,DOWN
TRPC2,0.0559502055530251,0.0848248877876605,2.38941988393853,0.0245177200072219,0.105978239792196,-4.06493238976622,UP
NDFIP1,-1.61197754439603,1.81463227536773,-2.38912002855975,0.0245340013286067,0.105978239792196,-4.06553030232542,DOWN
IFT122,3.1343083118779,4.46704636392196,2.38899337663646,0.0245408811580058,0.105978239792196,-4.06578283246177,UP
GPR152,0.0715330574462203,0.0952134557164574,2.38818827352289,0.0245846563712646,0.105978239792196,-4.0673879232056,UP
NEXN-AS1,2.2878570231244,2.64626217838002,2.38813563614884,0.0245875208730717,0.105978239792196,-4.06749285163728,UP
FPGT-TNNI3K,0.120260981083494,0.127698738141306,2.38777359610204,0.0246072312220887,0.105978239792196,-4.06821451029363,UP
CXorf56,2.2931998606663,3.61229472225794,2.38761384346039,0.0246159331555684,0.105978239792196,-4.06853292518266,UP
GUSBP5,2.70502268912941,2.14579976879568,2.38721805588894,0.0246375043774479,0.105978239792196,-4.06932174104574,UP
OPRL1,0.0559139871726706,0.0848007422007575,2.38719246682767,0.0246388996294762,0.105978239792196,-4.06937273793508,UP
XKR9,2.6884208701188,3.2512507689842,2.38717812947655,0.0246396814099641,0.105978239792196,-4.0694013109432,UP
TIAM2,2.64659084653877,2.93590945936489,2.38708815119622,0.0246445882236825,0.105978239792196,-4.06958062682338,UP
LNX1,-1.13974875695149,0.648643215964011,-2.3870469800442,0.0246468337218391,0.105978239792196,-4.06966267455237,DOWN
PAIP2,-2.86217379753114,4.80990449128036,-2.38697321870034,0.0246508571769289,0.105978239792196,-4.06980966725567,DOWN
IL1F10,0.0715782092776244,0.0952435569373934,2.38648935286377,0.0246772655144171,0.105978239792196,-4.0707738513057,UP
SHH,-1.450676738355,0.870684524871123,-2.38601039638171,0.0247034314600569,0.105978239792196,-4.07172813129242,DOWN
CCDC40,2.24874109674205,2.43559830817867,2.3855725882512,0.02472737167974,0.105978239792196,-4.07260032104936,UP
PHLDA1,-1.42595551624424,1.57171685127521,-2.38525778827779,0.0247445987155374,0.105978239792196,-4.07322739484018,DOWN
C5orf47,0.0716176398431538,0.0952698439810797,2.38500417326595,0.024758485484825,0.105978239792196,-4.07373255173491,UP
CDKL2,0.0558730392089544,0.0847734435582801,2.38466231304873,0.0247772154568346,0.105978239792196,-4.07441342408286,UP
ZNF76,-1.27046223074958,0.813230728811748,-2.38451966536976,0.0247850347351199,0.105978239792196,-4.07469751281772,DOWN
SERPING1,-3.0863940840212,4.89169985052676,-2.38438807745223,0.0247922497753228,0.105978239792196,-4.07495956607534,DOWN
PTCRA,0.071664791350795,0.0953012783195071,2.38322634945487,0.0248560315850842,0.105978239792196,-4.07727271545099,UP
FAM177A1,2.49038723892804,6.31132328772064,2.38285268202145,0.0248765788295113,0.105978239792196,-4.07801658398875,UP
JAKMIP1,0.071675309706034,0.0953082905563331,2.38282949331667,0.0248778544442657,0.105978239792196,-4.07806274386173,UP
FFAR1,0.0716823541738168,0.0953129868681883,2.382563652734,0.0248924826669963,0.105978239792196,-4.07859191087708,UP
KCNH4,0.0558329328951022,0.084746706015712,2.38217201986505,0.0249140471395434,0.105978239792196,-4.07937140489536,UP
C1QTNF2,1.32459622072894,1.01987967156667,2.38172236878914,0.0249388273869302,0.105978239792196,-4.08026627678396,UP
LPP,1.74518293510168,5.02627191342379,2.38142359174865,0.0249553054666909,0.105978239792196,-4.08086082811604,UP
MBNL2,-1.76299903183593,2.25183530473279,-2.38135437178477,0.0249591244933258,0.105978239792196,-4.08099856565227,DOWN
ZNF263,1.95479379232451,2.1991241549663,2.38111792266226,0.0249721739833254,0.105978239792196,-4.08146904551759,UP
KLRG2,0.0717396094094498,0.095351157025277,2.38040140698893,0.0250117562694943,0.105978239792196,-4.08289456817423,UP
NCMAP,1.88536268077412,1.89999633919327,2.38032383408028,0.0250160450576212,0.105978239792196,-4.08304888480729,UP
SLC33A1,-1.56696829990611,1.21778540917261,-2.37976764305115,0.0250468150452021,0.105978239792196,-4.08415522860181,DOWN
KREMEN1,2.01910494256613,2.90211308274382,2.37976486469183,0.0250469688385722,0.105978239792196,-4.08416075474714,UP
ARHGAP4,-1.35260608589922,0.550630766890817,-2.37959719721612,0.0250562515105542,0.105978239792196,-4.08449423712298,DOWN
MRPL35,-1.66333561026101,1.23801239681754,-2.37938647361782,0.0250679223954892,0.105978239792196,-4.0849133349493,DOWN
SPATA31A3,0.0557828309119361,0.0847133046936012,2.37904429172442,0.0250868846871514,0.105978239792196,-4.08559383374503,UP
DCLK2,0.0557819502665848,0.0847127175967003,2.37898914949249,0.0250899416690727,0.105978239792196,-4.08570348958088,UP
CTD-2270F17.1,2.09761317737371,1.52098743783821,2.37890135101075,0.0250948097568204,0.105978239792196,-4.08587808231488,UP
TNFSF4,0.0557803904928634,0.0847116777475527,2.3788914691203,0.0250953577237934,0.105978239792196,-4.08589773281272,UP
PDK1,-0.82529180086048,0.485648851047933,-2.37886976443416,0.0250965613226017,0.105978239792196,-4.08594089318774,DOWN
PPP1R3C,2.31671716731583,2.09794361898423,2.37849631717791,0.0251172785336309,0.105978239792196,-4.0866834644946,UP
SCN2A,0.0717928456769193,0.0953866478702566,2.37838847649261,0.0251232639764026,0.105978239792196,-4.08689788373122,UP
KCNG3,0.0557715307527739,0.0847057712541597,2.37833629026413,0.0251261609191987,0.105978239792196,-4.08700164320924,UP
IDO2,1.66971852802371,1.71876034555356,2.37817019994331,0.0251353829020267,0.105978239792196,-4.08733186337192,UP
TNNT3,0.0718038262762617,0.0953939682698183,2.37797299821517,0.0251463363395242,0.105978239792196,-4.08772392017989,UP
NHP2,-2.16552456006251,6.21729772624052,-2.37791844162482,0.0251493674210953,0.105978239792196,-4.08783238052019,DOWN
ENOPH1,-1.00531322968251,0.550646829893611,-2.37786770374406,0.0251521866414359,0.105978239792196,-4.08793324772458,DOWN
DOCK7,2.33754552739378,2.534365633244,2.3778551896932,0.0251528820217962,0.105978239792196,-4.08795812552176,UP
C5orf15,-2.26522659147459,2.51849169834964,-2.37767052197597,0.0251631456798939,0.105978239792196,-4.08832523330927,DOWN
CTSS,-2.68860337330913,5.23692841904279,-2.37739975009473,0.0251782018662054,0.105978239792196,-4.08886347813863,DOWN
WDR24,-1.54153566427291,0.899248941678805,-2.37707148530468,0.0251964659988072,0.105978239792196,-4.08951595631532,DOWN
EVX2,0.055751279370682,0.0846922703327651,2.37706510613031,0.0251968210461872,0.105978239792196,-4.08952863536842,UP
CCNB3,0.0557437402197267,0.0846872442321283,2.37659110212698,0.0252232156415126,0.105978239792196,-4.09047069107875,UP
ZNF593,-0.951106076710606,0.678779595266685,-2.37602441530051,0.0252548044682226,0.105978239792196,-4.09159679252304,DOWN
TMEM132E,0.055728330969963,0.0846769713989525,2.37562099033078,0.025277314672745,0.105978239792196,-4.09239836178383,UP
UGGT2,2.2363848896516,2.68888065850297,2.3754598639686,0.0252863102971689,0.105978239792196,-4.09271848134467,UP
HIF1A,2.12644752481945,5.58717446210394,2.3753772736044,0.0252909224232693,0.105978239792196,-4.09288256332396,UP
RTP1,0.0718729816988641,0.0954400718848865,2.37535412846887,0.0252922150644115,0.105978239792196,-4.09292854503344,UP
SCN10A,0.055719044534847,0.0846707804422084,2.37503550986418,0.0253100158649617,0.105978239792196,-4.09356150571416,UP
MAP4K1,2.90597794901949,3.5011078513334,2.37486467829937,0.0253195647252552,0.105978239792196,-4.09390085378386,UP
PPFIBP1,1.87033977754796,2.64239357543154,2.37484563048757,0.0253206296328462,0.105978239792196,-4.09393869031914,UP
C5orf64,1.58389085489713,1.45584116942466,2.37475815459979,0.0253255206815204,0.105978239792196,-4.09411244977968,UP
MLEC,-2.08471384641731,2.4872386687374,-2.37466625413132,0.0253306600546222,0.105978239792196,-4.0942949937273,DOWN
OCLM,0.0718952375337183,0.0954549091081227,2.37451052331239,0.0253393712101137,0.105978239792196,-4.09460431510682,UP
ZBTB25,-1.4873413106827,2.67938908164157,-2.374203382951,0.0253565598457986,0.105978239792196,-4.09521433703977,DOWN
SBSPON,1.31647030964904,1.32721538011942,2.3741339408414,0.0253604475464545,0.105978239792196,-4.09535225145049,UP
UOX,0.0719073160598482,0.0954629614588759,2.37405253013839,0.0253650060014554,0.105978239792196,-4.09551393264409,UP
SYNRG,2.92713912144231,4.80599928288542,2.37403411297035,0.0253660373438278,0.105978239792196,-4.09555050854799,UP
CDK12,1.92383363081479,2.27343066709042,2.37397096248092,0.025369573997676,0.105978239792196,-4.09567592202583,UP
USP17L13,0.0719129388561492,0.0954667099897433,2.37383928755678,0.0253769497185973,0.105978239792196,-4.09593741455007,UP
TCF21,-0.942578446045557,0.417191723795893,-2.37347612357254,0.0253973023933458,0.105978239792196,-4.09665857232923,DOWN
KRCC1,-2.19286178622848,1.93920388344499,-2.37283002328871,0.0254335485409756,0.105978239792196,-4.09794140183074,DOWN
SLC25A11,-2.74803992953441,3.02438994215549,-2.37280373735914,0.0254350241811104,0.105978239792196,-4.09799358775176,DOWN
HTR2C,0.0556823618059328,0.084646325289599,2.37271662595519,0.0254399150038056,0.105978239792196,-4.09816652894387,UP
ANKRD61,0.0719496915388437,0.0954912117782063,2.37244487389582,0.0254551779124733,0.105978239792196,-4.09870600908316,UP
CCL24,-1.68299509773796,0.66076043750373,-2.37238105108222,0.0254587637261829,0.105978239792196,-4.0988327039716,DOWN
IMPDH2,-2.71099823507114,3.32710367111916,-2.37205121753933,0.0254773024320484,0.105978239792196,-4.09948742324251,DOWN
NFAT5,1.73647293266222,2.68186784648854,2.37172946603175,0.0254953987909846,0.105978239792196,-4.10012604406793,UP
ZDHHC9,-2.38769220089898,2.63304988975174,-2.37167912096356,0.0254982314275766,0.105978239792196,-4.10022596530885,DOWN
LINC00841,0.0719700474061179,0.0955047823563891,2.37167213508391,0.0254986245068914,0.105978239792196,-4.10023983026998,UP
PCDHB4,0.0556648434328641,0.0846346463742199,2.37160575498267,0.0255023598388414,0.105978239792196,-4.10037157437997,UP
NAT9,-2.09272008794164,1.5825767292965,-2.37061347029634,0.0255582573236125,0.105978239792196,-4.10234067588686,DOWN
ZNF790,2.24922570917878,2.06217242715344,2.37041031507549,0.0255697153145467,0.105978239792196,-4.10274375505287,UP
RBMS3,2.24596403335311,2.3521167103854,2.37015313732595,0.0255842269331457,0.105978239792196,-4.10325398859014,UP
CLVS1,2.62229446450036,2.86367679408384,2.36986556869108,0.0256004623325581,0.105978239792196,-4.10382447520393,UP
TSKS,0.0720205999020098,0.095538484020317,2.36975179903997,0.0256068880844276,0.105978239792196,-4.10405016245887,UP
CARD9,0.0556336185065719,0.0846138297566917,2.36962021406135,0.0256143218946943,0.105978239792196,-4.10431118177937,UP
SPINK1,-3.78521408539208,3.45964203596552,-2.36944881607967,0.0256240078792209,0.105978239792196,-4.10465116260441,DOWN
ZNF764,1.68764915667404,1.23935763761407,2.36935743182488,0.0256291735260446,0.105978239792196,-4.10483242378749,UP
AP1G2,-2.68908818735251,2.24932131450868,-2.36924576836204,0.0256354867833732,0.105978239792196,-4.10505390287031,DOWN
DYRK2,-1.37340877506793,1.29117580067469,-2.36902625390092,0.0256479018998715,0.105978239792196,-4.10548927988168,DOWN
SLC9C1,0.0556223280197074,0.0846063027654487,2.36890053728495,0.0256550145551675,0.105978239792196,-4.10573861012077,UP
CTPS1,-2.64518004623736,2.12275110348607,-2.36860848719397,0.0256715448139639,0.105978239792196,-4.10631779245379,DOWN
GBA3,0.0720748333955688,0.0955746396826896,2.36768964641818,0.0257236155391531,0.105978239792196,-4.10813970585036,UP
WDR62,2.35507828910023,3.56967665509515,2.36739889952014,0.0257401123031004,0.105978239792196,-4.10871611665588,UP
OR8G1,0.0720836440808472,0.0955805134728753,2.36735444323089,0.0257426355737211,0.105978239792196,-4.10880424806304,UP
SYT17,1.79555286622488,1.93337823224054,2.36731805403848,0.025744701136893,0.105978239792196,-4.1088763862465,UP
RPS11,-2.11911408844955,10.7233123253915,-2.36699142169259,0.0257632485952407,0.105978239792196,-4.10952387290034,DOWN
IRX6,0.072105819703285,0.0955952972211671,2.36651054049185,0.025790577170826,0.105978239792196,-4.11047702534247,UP
AK7,2.91777296268618,2.87506312670588,2.36632089521346,0.0258013620458096,0.105978239792196,-4.11085288655265,UP
FCGR1C,0.0721125161855826,0.0955997615426989,2.36625563900073,0.0258050740346491,0.105978239792196,-4.11098221452672,UP
ARHGAP15,2.42859500461316,2.56735010643311,2.36621349925679,0.0258074713422217,0.105978239792196,-4.11106572794086,UP
PLK3,2.29611661298099,2.51999664049721,2.36608177047548,0.0258149666373778,0.105978239792196,-4.11132678466267,UP
HNRNPC,-2.50734461363171,5.03291783959278,-2.36602378788989,0.0258182664462302,0.105978239792196,-4.11144169013676,DOWN
BSN-AS2,2.57339439846468,2.13517620252468,2.36492119857351,0.025881088717893,0.105978239792196,-4.11362637705945,UP
PCDHGA9,0.055546466692439,0.0845557285472698,2.36404125972167,0.0259313253942589,0.105978239792196,-4.11536943645482,UP
SLC17A6,0.055543715853657,0.0845538946547485,2.36386428270028,0.0259414399822233,0.105978239792196,-4.1157199580957,UP
SOX2,0.0721778317982566,0.0956433052844815,2.3637678783023,0.0259469512041171,0.105978239792196,-4.11591089014222,UP
LRFN5,0.0555420020245742,0.0845527521020266,2.36375399514939,0.0259477449609183,0.105978239792196,-4.11593838577018,UP
NPBWR2,0.0721802455102621,0.0956449144258185,2.36367589211736,0.0259522108459034,0.105978239792196,-4.11609306715601,UP
NDUFS5,-2.65412157230454,6.38190238730057,-2.36363336079927,0.0259546430572779,0.105978239792196,-4.1161772981552,DOWN
PCDHA5,0.0555385039417386,0.0845504200468029,2.3635288232564,0.02596062206578,0.105978239792196,-4.11638432506661,UP
DNAJC25-GNG10,-0.659976525408668,0.53349571409605,-2.36335373771052,0.0259706388804239,0.105978239792196,-4.11673105270847,DOWN
ST8SIA6-AS1,2.47425507548791,2.36636100385513,2.36322959616007,0.0259777432827185,0.105978239792196,-4.11697688438607,UP
FAM106A,1.89123625599893,1.58265805931294,2.36320789450836,0.0259789854126738,0.105978239792196,-4.11701985830329,UP
EPHA5,0.0721997012901211,0.0956578849457245,2.362934302919,0.0259946495434929,0.105978239792196,-4.11756160669522,UP
SLC6A7,0.0555216398099707,0.0845391772922909,2.36244205751062,0.0260228541845933,0.105978239792196,-4.11853621874395,UP
KCNT1,0.0722157397421149,0.0956685772470537,2.36232279520592,0.026029691881101,0.105978239792196,-4.11877233045573,UP
CYP2C8,0.0722222332729956,0.0956729062676409,2.36207516777757,0.0260438944202923,0.105978239792196,-4.11926255111936,UP
SLC2A1-AS1,1.45677910818098,1.34929560330894,2.361918487533,0.0260528843952585,0.105978239792196,-4.11957270944824,UP
GCLM,1.85779944189079,2.28069457443365,2.36128907446124,0.0260890273892941,0.105978239792196,-4.12081853993209,UP
C2orf47,-1.96402533535657,1.33392458968668,-2.3606045081616,0.026128389554889,0.105978239792196,-4.12217329806913,DOWN
SLITRK5,0.0554909306819365,0.0845187045402681,2.36045790927043,0.0261368259682866,0.105978239792196,-4.12246338505634,UP
CCNK,-1.27850405523535,0.920005919535592,-2.36037612502288,0.0261415335380471,0.105978239792196,-4.12262521312174,DOWN
MKKS,-1.87556252087561,1.78535076759061,-2.3603243905192,0.0261445118200181,0.105978239792196,-4.12272757933611,DOWN
RNF167,-2.44688605663127,1.83646948972653,-2.35991909859672,0.0261678546472924,0.105978239792196,-4.12352947436068,DOWN
TTLL9,0.0722795604956109,0.0957111244160511,2.35988792908004,0.0261696506481037,0.105978239792196,-4.12359114153585,UP
ARFGEF2,-1.4177901062451,1.53752211235641,-2.35905886591055,0.026217463039494,0.105978239792196,-4.12523120694578,DOWN
RTL1,0.0554676700847037,0.0845031974754462,2.3589505859784,0.0262237134825041,0.105978239792196,-4.12544538084525,UP
PCDHGB6,0.0554675029393284,0.0845030860451961,2.35893974090904,0.0262243395876353,0.105978239792196,-4.125466831666,UP
RGS21,0.0723122936618927,0.0957329465269056,2.35863818093036,0.0262417546599123,0.105978239792196,-4.12606327193069,UP
NLRP14,0.0554616438338099,0.0844991799748504,2.35855945428257,0.0262463028609842,0.105978239792196,-4.12621897339407,UP
ATP12A,0.0554567389228873,0.0844959100342353,2.35824091440109,0.0262647129318004,0.105978239792196,-4.12684893115841,UP
FAT2,0.0554558282920382,0.0844953029470026,2.35818175666189,0.0262681332647344,0.105978239792196,-4.12696591800023,UP
P2RX7,2.03734269078215,1.75393806017864,2.35805403861995,0.0262755189498492,0.105978239792196,-4.12721847925657,UP
TMUB1,-0.667675658515468,0.360917456445506,-2.35791300225343,0.0262836770150287,0.105978239792196,-4.12749736724463,DOWN
TMEM50A,-2.77485440511161,4.28622522011947,-2.35784765563468,0.0262874576907297,0.105978239792196,-4.12762658128328,DOWN
HECW1,3.12588914385673,2.82600639474704,2.35740110717355,0.0263133063929422,0.105978239792196,-4.12850950892782,UP
GABRA3,0.087136337922675,0.10561564270076,2.35728740683878,0.0263198917121515,0.105978239792196,-4.12873430325791,UP
TTLL3,2.01466589672784,4.0517746135743,2.35728328495395,0.0263201304726363,0.105978239792196,-4.1287424524122,UP
NTSR1,-1.16727998777688,0.488855400850035,-2.35723822178509,0.0263227408892888,0.105978239792196,-4.12883154375947,DOWN
ARHGEF16,-0.592238786946437,0.30824277131281,-2.35677739028526,0.0263494495087927,0.105978239792196,-4.12974256023358,DOWN
GGACT,-1.10287531573049,0.467387176834572,-2.35676110367084,0.0263503938928739,0.105978239792196,-4.12977475511643,DOWN
CELA2B,0.0723633111305794,0.0957669581726967,2.35668913800091,0.0263545672139078,0.105978239792196,-4.12991701295959,UP
AMT,-1.33307754444312,0.997129761791684,-2.35637970706235,0.026372518140805,0.105978239792196,-4.13052864772518,DOWN
BIRC3,-2.33786225629232,2.44748604968709,-2.35635817774814,0.0263737675307206,0.105978239792196,-4.13057120160549,DOWN
TRIM24,1.49157161992679,1.86923247905962,2.35621771247701,0.026381920345362,0.105978239792196,-4.13084883289414,UP
PCDHGA4,0.0554188180112248,0.0844706294264603,2.3557725241569,0.0264077749765359,0.105978239792196,-4.13172868315956,UP
ALOX5AP,-1.435417142318,0.578234452363741,-2.35576323929976,0.0264083144479258,0.105978239792196,-4.13174703220616,DOWN
RGAG4,0.0554184835163094,0.0844704064298501,2.35575070610579,0.0264090426710864,0.105978239792196,-4.13177180065192,UP
MAT2B,-2.23495138159807,2.9079888423696,-2.35574880767622,0.0264091529782009,0.105978239792196,-4.1317755523738,DOWN
C3orf17,-1.63456057234141,1.21015976709171,-2.35556587369422,0.0264197842249158,0.105978239792196,-4.13213706182862,DOWN
SRPX2,-0.589882283905184,0.325156920248454,-2.35548813420661,0.0264243032566836,0.105978239792196,-4.13229068319037,DOWN
CASS4,1.62243741401163,1.15831689776417,2.35517549907512,0.0264424840190384,0.105978239792196,-4.13290845024868,UP
PKD1P6,2.29062305531788,2.35993985004559,2.35494598468171,0.0264558383189794,0.105978239792196,-4.13336193740173,UP
HSPA6,-0.748370706783875,0.361847657686927,-2.35352015389113,0.0265389386028179,0.105978239792196,-4.13617854005821,DOWN
FOXF1,-0.523619641582777,0.313441750447005,-2.35343637270194,0.0265438289567538,0.105978239792196,-4.13634400850218,DOWN
IWS1,-1.71665368562395,1.27861272040681,-2.3533453053793,0.0265491455410391,0.105978239792196,-4.13652386284391,DOWN
LINC00485,1.28959464769017,1.14676745617185,2.35327069380468,0.0265535021511669,0.105978239792196,-4.13667121442435,UP
LOH12CR1,-1.09178380915436,0.511665089958115,-2.3531531172319,0.0265603688376735,0.105978239792196,-4.13690341220331,DOWN
SLC25A37,2.33091109523629,4.67475484805064,2.3529954622403,0.0265695787255841,0.105978239792196,-4.13721474779041,UP
SAMD5,1.89247191708518,1.95767131657621,2.35298652805538,0.0265701007301508,0.105978239792196,-4.13723239053535,UP
FAM99B,0.0724744472152962,0.0958410488958413,2.35243854501352,0.0266021360962323,0.105978239792196,-4.1383144359743,UP
CLIC3,-1.32862684468435,0.573241423896838,-2.35208937060052,0.0266225674288587,0.105978239792196,-4.13900383057353,DOWN
MON2,1.86655920431452,1.68278557412999,2.35208851267498,0.026622617646544,0.105978239792196,-4.13900552434343,UP
R3HDM2,1.92692389994102,3.86083025248581,2.35167840278334,0.0266466328772861,0.105978239792196,-4.13981514356311,UP
DAOA,0.0724974857583077,0.0958564079245156,2.35155661228272,0.026653768503945,0.105978239792196,-4.14005555913289,UP
FLG,0.0553541553278864,0.0844275209709014,2.35154031879919,0.0266547232611072,0.105978239792196,-4.14008772201584,UP
RCHY1,1.67781224052675,1.57077208010077,2.35136495875252,0.0266650008984975,0.105978239792196,-4.14043386884938,UP
LRRC4C,0.0553498297054783,0.0844246372226293,2.35125617096161,0.0266713786386935,0.105978239792196,-4.14064859903235,UP
ACTRT3,0.0725101006246525,0.0958648178354121,2.35107359649746,0.0266820852953128,0.105978239792196,-4.14100895836031,UP
CES1P1,0.0725101006246525,0.0958648178354121,2.35107359649746,0.0266820852953128,0.105978239792196,-4.14100895836031,UP
GOLPH3,-1.76645068680169,1.62791219275764,-2.35085025370135,0.0266951880603737,0.105978239792196,-4.14144976051938,DOWN
FAM43A,2.21350340339687,1.61363609366477,2.35048296352693,0.0267167485236047,0.105978239792196,-4.14217460725972,UP
MS4A6A,-2.53204164702322,3.97634774467576,-2.35002587520828,0.0267436025028105,0.105978239792196,-4.14307656937892,DOWN
KCNA6,0.0553274269990016,0.0844097020849782,2.34978248532355,0.0267579117466797,0.105978239792196,-4.1435567993981,UP
TMEM82,0.0725534119512652,0.0958936920531539,2.34941465683898,0.0267795501990437,0.105978239792196,-4.14428249753063,UP
ABCC6P2,-0.872029026360892,0.390438413711373,-2.34904531313589,0.026801293883314,0.105978239792196,-4.14501111194306,DOWN
MTX3,1.71508495768906,1.37606150453911,2.34896997419633,0.0268057311538575,0.105978239792196,-4.14515972612704,UP
UBE2Q2,2.21009811833873,1.72983983958807,2.34827996683191,0.0268464020736024,0.105978239792196,-4.14652069817465,UP
LINC00639,0.0552972472417613,0.084389582246818,2.34779176061214,0.0268752123490845,0.105978239792196,-4.14748348260417,UP
GPR176,0.0552948052165746,0.0843879542300268,2.3476304062626,0.0268847404867076,0.105978239792196,-4.14780165900894,UP
SLC4A3,0.0552918826229217,0.0843860058342583,2.34743724523848,0.0268961509013868,0.105978239792196,-4.14818253693099,UP
AP5B1,1.23276503109597,1.10902578851052,2.34720494157313,0.0269098794144777,0.105978239792196,-4.14864057034677,UP
PTPRH,-1.21752771582283,0.644960854095536,-2.34707140306442,0.0269177740750905,0.105978239792196,-4.14890385524653,DOWN
SNCG,2.77595132575424,1.8981589679218,2.34702305500139,0.0269206328852701,0.105978239792196,-4.14899917605865,UP
S100A1,0.0726199127767005,0.0959380259367775,2.34686582890416,0.0269299315480742,0.105978239792196,-4.14930914709014,UP
ZFP36L1,-1.98636764873383,2.7788382168429,-2.34667324930609,0.0269413250869732,0.105978239792196,-4.14968879937911,DOWN
ZNF707,2.71613849767432,2.79667271182138,2.34664669317513,0.0269428965663689,0.105978239792196,-4.14974115069013,UP
UBE2Q2P1,2.46218187223868,2.28146740772373,2.34664409892356,0.0269430500876853,0.105978239792196,-4.14974626483613,UP
GPR31,0.0726273441147992,0.0959429801621766,2.34658088136321,0.0269467913918528,0.105978239792196,-4.14987088687845,UP
C10orf105,0.055278815606786,0.0843772944901678,2.34657290216827,0.0269472636455835,0.105978239792196,-4.14988661627236,UP
FAM3A,2.12708978449431,2.08459940330491,2.34569350548564,0.0269993576797803,0.105978239792196,-4.15161996174674,UP
DDHD1,2.04493581133121,1.75131139822922,2.34564047923188,0.0270025018094387,0.105978239792196,-4.15172446648023,UP
ZNF480,2.9719967005064,3.14503796961234,2.34563625925342,0.0270027520424966,0.105978239792196,-4.1517327831959,UP
SLC10A6,0.0726615303899343,0.0959657710122667,2.34526973893273,0.0270244937716576,0.105978239792196,-4.15245508331502,UP
TAF1D,-2.47523121460974,2.87756504088049,-2.34514680914335,0.0270317894627851,0.105978239792196,-4.15269732435811,DOWN
HTR1B,0.0726806830602355,0.0959785394591342,2.34453496584325,0.0270681281886054,0.105978239792196,-4.15390287981664,UP
POTEB,0.072684812724885,0.0959812925689005,2.34437651573085,0.0270775461654987,0.105978239792196,-4.15421505171921,UP
SOX10,0.0726897839312712,0.0959846067064913,2.34418576754879,0.0270888878511375,0.105978239792196,-4.15459083801077,UP
KLLN,2.07068702722791,1.94453597227244,2.34417955272635,0.0270892574509347,0.105978239792196,-4.15460308128436,UP
RASGRP3,2.93271372596719,5.22792433395691,2.34409165344025,0.0270944853759082,0.105978239792196,-4.15477624168755,UP
TEP1,1.39469335627233,1.76921982474946,2.3440698892824,0.0270957799700471,0.105978239792196,-4.1548191161408,UP
ADH5,-2.06683127600844,1.9090905190285,-2.34380032175859,0.0271118193010306,0.105978239792196,-4.15535013139095,DOWN
GPR55,0.055237008007374,0.0843494227572265,2.34379964819357,0.0271118593891712,0.105978239792196,-4.15535145818311,UP
MB21D2,-1.06124508917365,0.483967311545434,-2.34335057242928,0.02713859880511,0.105978239792196,-4.15623599572496,DOWN
PITPNC1,-1.26588568523999,0.913497456911638,-2.34300806471489,0.0271590090121735,0.105978239792196,-4.15691055477155,DOWN
MRPL39,-2.01255176568879,1.62443626515481,-2.34269112070101,0.0271779083587219,0.105978239792196,-4.15753471051033,DOWN
PCDHA12,0.055218536039174,0.0843371081117598,2.34257055897947,0.0271851005989368,0.105978239792196,-4.15777211768699,UP
MRPS25,-2.16044364949635,2.59857997663053,-2.34219434318239,0.0272075553419227,0.105978239792196,-4.15851290218876,DOWN
RPL21,-1.84915410985834,10.5244470004245,-2.34198930223439,0.0272198005094645,0.105978239792196,-4.1589166041773,DOWN
DBH,0.0727481106433353,0.0960234911812006,2.34194700645438,0.0272223270650024,0.105978239792196,-4.15899987687074,UP
VAX1,0.0552076635141065,0.0843298597617148,2.34184604487339,0.0272283589120727,0.105978239792196,-4.1591986479488,UP
ARG1,0.0727798122139213,0.0960446255615913,2.34072965559173,0.027295137902247,0.105978239792196,-4.16139620550746,UP
HLTF,2.65676517038227,3.0730968610804,2.3405184616709,0.0273077876930497,0.105978239792196,-4.16181185472691,UP
NID2,-0.425380437649147,0.295357329884544,-2.34038379066883,0.0273158568197922,0.105978239792196,-4.16207688717447,DOWN
ANP32E,-2.09480528535787,3.09965074627151,-2.34014960181898,0.0273298939774322,0.105978239792196,-4.16253774736555,DOWN
SLC13A5,2.28129609105139,2.92768679801597,2.33926250000557,0.0273831261725179,0.105978239792196,-4.16428320627424,UP
CDKL1,1.63552075702303,2.40013515407669,2.33922370529217,0.0273854562814682,0.105978239792196,-4.16435952893718,UP
GPR110,2.08762207085562,3.0557202964123,2.33863043254833,0.0274211123172294,0.105978239792196,-4.16552660099046,UP
