,logFC,AveExpr,t,P.Value,adj.P.Val,B,g
RTTN,0.467043942731789,0.554423580524864,0.731453714618114,0.471125281889776,0.579027657787944,-6.42799028298896,stable
TSPAN17,-0.477144555547569,1.02705488096021,-0.731231983122723,0.471258361817089,0.579134420378444,-6.42815281586761,stable
N4BP1,-0.510309818614211,1.08456786605786,-0.731220944699747,0.471264987487372,0.579134420378444,-6.42816090598116,stable
PRKAG2-AS1,-0.106068291509409,0.177964834306497,-0.731109650255504,0.471331793575487,0.579184048823828,-6.42824246767678,stable
SLC7A11-AS1,0.150668773753779,0.294027506190437,0.731033856394556,0.471377293095716,0.579198173627659,-6.42829800609745,stable
VN1R2,0.41308416011787,0.368120886691541,0.731002475019291,0.471396132279141,0.579198173627659,-6.42832099937863,stable
DNAJC8,-0.8489033129627,2.45906242552236,-0.730794643652093,0.471520910802071,0.579302260792892,-6.42847325451411,stable
NFATC1,0.605876258378693,1.23473755284834,0.730712317353437,0.471570343487238,0.579302260792892,-6.42853355444293,stable
RLF,-0.23915826368314,0.408826334374945,-0.73067752278451,0.47159123673655,0.579302260792892,-6.42855903778035,stable
FABP2,0.435810089754221,0.517054478093441,0.73066715033315,0.471597465233084,0.579302260792892,-6.42856663427758,stable
PTCD1,-0.593747062194897,2.68175606976971,-0.730641312724787,0.471612980525978,0.579302260792892,-6.42858555657965,stable
PIK3R1,-0.547238155652213,1.15808887652466,-0.730330663014877,0.471799546718937,0.579472243892759,-6.42881301223178,stable
INTS1,-0.487235073203632,1.10638324576952,-0.730322859531634,0.471804233793986,0.579472243892759,-6.42881872469637,stable
GEMIN6,0.755957025673132,2.32538160995907,0.729915574607347,0.472048902671734,0.579740265307136,-6.42911679246495,stable
S1PR1,-0.672459362098954,1.5361474748816,-0.729630495754927,0.472220202566971,0.579918154648211,-6.42932532999142,stable
ANAPC1,0.850560889131305,2.09690793793818,0.729509991165617,0.47229262299587,0.579974600229258,-6.42941345660493,stable
AFF1,0.381281811807415,0.756293986062955,0.729439197878429,0.472335171121161,0.579994358399449,-6.42946522217247,stable
BPHL,-0.692559069531136,2.22211952731721,-0.729312260419509,0.472411468572193,0.580055553832468,-6.42955802949933,stable
PRKD1,0.572010146835867,1.40029785401932,0.729102140568341,0.47253777970913,0.580147166742636,-6.42971161963497,stable
ABCA10,0.672704929050756,0.797734527747628,0.729100092308594,0.472539011093918,0.580147166742636,-6.42971311663114,stable
HNRNPA3P1,0.296220056637579,0.461251813465241,0.727989198274132,0.473207140622076,0.580920286145253,-6.43052443318837,stable
HIPK1,0.451188590814508,1.06988267838296,0.7279309955294,0.473242160908857,0.580920286145253,-6.43056690755406,stable
IGF2,-0.702277175602198,2.3142811067997,-0.72792090759575,0.473248230919298,0.580920286145253,-6.4305742690507,stable
NOL8,-0.734220017349486,2.78636440923071,-0.727819173152209,0.473309448086186,0.580962898902362,-6.43064850254867,stable
CTDSP2,-0.693209487427084,2.42503162299507,-0.727693496028978,0.473385078770416,0.581023197745033,-6.43074019278194,stable
GAS6-AS1,-0.092638998292662,0.158729827338455,-0.727527062724202,0.473485246774773,0.581113604756162,-6.43086159412489,stable
BCKDHB,0.770840528077472,2.45567321835298,0.727371570762248,0.473578840880623,0.581195933878856,-6.43097499046874,stable
FTSJ2,-0.648705267087684,1.97716530971244,-0.727166073240435,0.473702550988533,0.581315211342979,-6.43112481893868,stable
VSTM4,0.704565087922688,2.1442228017976,0.726915357056637,0.473853508350139,0.581467910688725,-6.43130756139921,stable
CENPH,0.534415527811124,1.37333860608474,0.726855118537203,0.473889782411848,0.581479872390155,-6.431351459154,stable
PPP1R14B,-0.940688380921488,2.58159011835401,-0.726626460408725,0.474027489076221,0.581576231552584,-6.43151805795967,stable
B3GNT8,0.425262086798703,0.431466659846099,0.7266192539262,0.474031829474088,0.581576231552584,-6.43152330773816,stable
SH3BP4,0.598935518317345,1.1087912719345,0.726592565145034,0.474047904082003,0.581576231552584,-6.43154274954695,stable
PLOD2,0.533585442180732,1.25268937257164,0.72619399343741,0.474288000903566,0.581838226414856,-6.43183301308397,stable
METTL10,-0.543579703821987,1.0488921256763,-0.725928280422195,0.474448103884345,0.582002064087786,-6.43202643618173,stable
ERN1,0.458321227915917,0.73035312190979,0.725734500216758,0.47456488422639,0.582112742830659,-6.43216745370613,stable
CHRNA1,0.117608163331173,0.172754762749795,0.72533709882023,0.474804427819956,0.582335224051351,-6.43245653725722,stable
CCDC169,-0.209585602861981,0.273328481183508,-0.725304269012191,0.47482421994898,0.582335224051351,-6.43248041200561,stable
CDKN1B,-0.814061817780836,2.69876175442147,-0.725292741214176,0.474831169834343,0.582335224051351,-6.43248879509466,stable
NIPAL2,0.494923160297056,1.64904783543865,0.725257325286204,0.47485252177902,0.582335224051351,-6.43251454898637,stable
OSBPL8,-0.855376700966622,2.37720714074184,-0.725099810344283,0.474947492885884,0.582419108947832,-6.43262907669812,stable
XKR8,0.400577355565443,0.550563123731164,0.725012760714523,0.474999982801675,0.582450893494183,-6.43269235947093,stable
TNMD,0.0324303782799809,0.114356581791537,0.724914413744894,0.475059288940019,0.582491032154277,-6.43276384634186,stable
BBIP1,0.734365271013501,3.10242747993149,0.724769703316959,0.47514656144551,0.582565455195873,-6.43286901716887,stable
BRWD3,0.669192309218089,1.64659501553737,0.724719126980675,0.475177065409183,0.58257027129948,-6.43290576965322,stable
EIF1AX,-0.481576174515686,5.14006544543858,-0.724521621256808,0.47529619738408,0.582683739324222,-6.4330492682684,stable
IDH3A,0.957512779507593,4.64373632929599,0.724172789860817,0.47550664874009,0.582909140310453,-6.43330262152873,stable
KCNJ6,0.518606391724854,0.633229026458779,0.724051074260119,0.475580092982146,0.582966572625489,-6.43339099498245,stable
FOLH1,0.306523605478248,0.302644173523856,0.723985008543956,0.475619960363867,0.582982842268862,-6.43343895702837,stable
ZNF197-AS1,0.113144572843765,0.172052467989495,0.723722954570207,0.475778116058507,0.583118435924021,-6.4336291602546,stable
PXN-AS1,0.574846446130401,1.22578700690481,0.723713562889587,0.475783784724102,0.583118435924021,-6.43363597566971,stable
PATL1,-0.453282053777925,1.04221534718404,-0.723644896357712,0.475825231917312,0.583136630450014,-6.43368580346138,stable
FAM35BP,0.29123902581963,0.283771784256095,0.7234334057559,0.475952901049575,0.58326048434189,-6.43383924287809,stable
INMT,0.626594641196186,2.18482769667855,0.723345683825516,0.476005861403012,0.58329277700349,-6.43390287375089,stable
DNAJC12,0.709290043729586,1.87098213574357,0.72330082864979,0.476032943136548,0.583293356427963,-6.43393540749733,stable
BAMBI,0.689009009836466,1.70435670595646,0.723220625469339,0.476081368789798,0.583320087487628,-6.43399357455323,stable
SRCAP,0.598760609890501,1.98408707940674,0.723018402041116,0.476203481402964,0.583437095675965,-6.43414020886168,stable
WTAP,-0.767132405841321,3.91122785009539,-0.722520721362081,0.476504083296815,0.583772760853377,-6.43450091471918,stable
CD47,-0.777674379841389,3.52233104900339,-0.722401732048758,0.476575969810267,0.583828201308307,-6.43458711974012,stable
LYRM2,0.80190593271281,4.67030776632572,0.722326120519981,0.476621653225688,0.583851537321056,-6.43464189147458,stable
ADAT2,0.158919596851155,0.257159590299107,0.72191466487833,0.476870293427487,0.584090765726396,-6.43493984667882,stable
BRK1,-0.929418502901499,4.97977478485259,-0.721888527454981,0.476886090658249,0.584090765726396,-6.43495876856545,stable
C1QTNF9B,-0.169445878345666,0.241025324190518,-0.721870674763891,0.476896880843531,0.584090765726396,-6.4349716924377,stable
ADAM22,-0.257781085581045,0.346635905577415,-0.721751849948251,0.476968702294762,0.584133096656779,-6.43505770396507,stable
GOLGA3,0.587073072285163,3.18413491511111,0.721725322005005,0.476984737473488,0.584133096656779,-6.43507690440265,stable
KLHL2,-0.578675743954388,1.05770944287817,-0.721616836139243,0.477050316494652,0.584151154885174,-6.43515541742984,stable
PTGDS,1.15660578649665,3.7372449352914,0.721612762166714,0.477052779287185,0.584151154885174,-6.43515836561093,stable
GPT2,0.682318163006049,2.31856491448964,0.721309991087886,0.477235830696085,0.584342660151309,-6.43537742497832,stable
NACC1,-0.120758373641995,0.260032632241309,-0.72124738272055,0.477273687971018,0.584356373660226,-6.43542271205305,stable
KCNN3,0.568027666539262,0.955113471615108,0.721088862245163,0.477369548010165,0.58444109812515,-6.43553735922925,stable
PARP10,-0.0633110318453271,0.124794663366232,-0.721016482187788,0.47741332117803,0.584462046997855,-6.43558969880412,stable
HEMK1,-0.658128542624085,1.93849161807102,-0.720856748625543,0.477509931212654,0.584547674211905,-6.4357051877331,stable
SAP30BP,-1.04205294195012,4.44103761387084,-0.720680733340283,0.477616401876854,0.584645362158952,-6.43583242006705,stable
SH2D1B,-0.109272984676935,0.206587497441829,-0.720391042931787,0.477791663935902,0.58482724133893,-6.43604175733301,stable
SNORD100,-0.723696257119444,0.763820023485356,-0.719829500656071,0.478131501859348,0.585190646016099,-6.43644731124694,stable
PEX6,-0.356176260666074,0.671709531792529,-0.71981224188895,0.478141948852441,0.585190646016099,-6.43645977096892,stable
LRIG2,-0.169663070040769,0.33824622399268,-0.719389421932227,0.478397929455196,0.58547124897205,-6.43676493027081,stable
DACT2,0.242098496820863,0.267145758981138,0.719161054960021,0.47853621872368,0.585607796049896,-6.43692967660801,stable
JKAMP,-0.84295962569157,4.03214630778969,-0.719058499641065,0.478598329364244,0.585651109634565,-6.43700364475744,stable
NAP1L2,0.209512113904782,0.329095319465569,0.718806448200854,0.478750999252746,0.585798054385537,-6.43718539414068,stable
VPS33B,0.704492371061659,2.50109532648606,0.718717078765614,0.47880513791204,0.585798054385537,-6.43724982201038,stable
PALD1,0.401912559804897,0.522875541232451,0.718708005313749,0.478810634670716,0.585798054385537,-6.43725636277841,stable
NRG2,0.0371701003865013,0.119411252823916,0.718683787347078,0.478825306257929,0.585798054385537,-6.43727382036596,stable
PYROXD1,-0.34062340556681,0.836053435839401,-0.718609710647382,0.478870184586131,0.585820264317907,-6.43732721525223,stable
EMX2,0.229772430832112,0.327241882923205,0.718532916518013,0.478916711799607,0.585844488803526,-6.43738256329868,stable
CHCHD1,-0.719334655263491,2.1313594657657,-0.718379000919957,0.479009972423644,0.585925874979002,-6.43749347822003,stable
CACNA2D3,-0.287622020570878,0.388334220388135,-0.717816878183066,0.479350663358974,0.58630989239438,-6.43789836227967,stable
HNRNPUL1,0.723222509796943,3.83804743963512,0.717403515606255,0.479601283203341,0.586583704128798,-6.43819590367194,stable
PPM1E,0.359701465404991,0.374578464933511,0.71716804050785,0.479744084530785,0.586725623577289,-6.4383653267927,stable
PABPC1L,0.446237967120925,1.11016586057048,0.717049376360894,0.479816056428604,0.58675921952166,-6.4384506847992,stable
KCNK5,0.155527883849736,0.275213130177543,0.716978097295611,0.479859291437576,0.58675921952166,-6.43850195104442,stable
KIF25-AS1,0.0238395560405698,0.102961154424712,0.716969937015989,0.479864241277974,0.58675921952166,-6.43850781987341,stable
HMGN1,-0.89339255823591,4.43987352029636,-0.716946228205527,0.479878622671608,0.58675921952166,-6.43852487075788,stable
TSGA13,0.468316050180362,1.17915815584863,0.716077573656273,0.48040570658854,0.587370935028579,-6.43914921577788,stable
SPTY2D1,-0.452631671783755,1.14159753655281,-0.715958760584136,0.480477826193495,0.587426348465567,-6.43923455610867,stable
ANKHD1,-0.711565932542489,2.49779024254688,-0.715870563290341,0.480531366044244,0.587459041607043,-6.43929789713067,stable
LUC7L2,0.445831590531629,1.36508706206157,0.715722982460615,0.480620962158976,0.587504845068006,-6.43940386911704,stable
TNFRSF13B,0.147054621321646,0.256697013276457,0.715720557389419,0.480622434496809,0.587504845068006,-6.43940561029002,stable
ACAD8,0.642610680144447,1.95569402844395,0.715652314639634,0.480663867907408,0.587522730478326,-6.43945460546968,stable
KDM4A,0.297478834457049,0.313221152392687,0.715587893630715,0.480702982849191,0.587537780152613,-6.43950085269733,stable
POLA2,0.606356880880275,2.23931106534269,0.71534918117437,0.480847939526424,0.58765772061923,-6.43967218723695,stable
DNAJB7,0.204576213485497,0.276556080952896,0.715337999862604,0.480854729927792,0.58765772061923,-6.43968021121546,stable
APOBEC3B,-0.367292971070235,0.846985247550202,-0.715007992446485,0.481055168069502,0.587856272333511,-6.43991697824472,stable
CRLF1,0.311656211119649,0.491254173326582,0.714982209139395,0.481070830226306,0.587856272333511,-6.43993547231009,stable
KLHL8,0.66460575280483,1.60537286600619,0.714868793627926,0.481139728353372,0.58790769148463,-6.44001681632813,stable
RAB19,-0.0273684184086496,0.108884877727293,-0.713972776122792,0.481684244833227,0.588540233598416,-6.44065902341558,stable
INSL3,0.21888731461834,0.242840200873092,0.713874881496569,0.481743757637258,0.58858014218963,-6.44072914104144,stable
PDE7A,0.654856321063714,1.5415864817834,0.713575958630505,0.481925507193144,0.588769383223592,-6.44094318922344,stable
SORCS1,-0.285775627352569,0.354739700082495,-0.713177042866232,0.482168115447501,0.589032950218718,-6.44122870467905,stable
SF3B5,-0.946994363082788,6.22064126140889,-0.712783253987223,0.482407674665452,0.589292763239976,-6.44151040025594,stable
KIF9-AS1,-0.113926404176742,0.194856353770788,-0.712377163280729,0.482654789387742,0.589561534233989,-6.44180073937112,stable
ZBTB45,0.408645905890533,0.379289951750497,0.712204829640323,0.482759680043317,0.589561534233989,-6.44192390320476,stable
PARVA,0.906896072749947,4.37158315333479,0.712186346423443,0.482770930609134,0.589561534233989,-6.44193711113627,stable
ATP5L2,0.405893799965823,0.810292023408052,0.712124323986742,0.482808684204251,0.589561534233989,-6.44198142937495,stable
PRSS36,0.315768527612361,0.306183063711695,0.71212391173171,0.482808935153148,0.589561534233989,-6.44198172394008,stable
SMIM5,0.419999922112974,1.07393868319216,0.712115497024028,0.482814057391108,0.589561534233989,-6.44198773639491,stable
OMG,-0.323506376296577,0.391190160309185,-0.712112371214727,0.482815960155493,0.589561534233989,-6.44198996982257,stable
C12orf49,-0.283006212943971,0.404987256543903,-0.711777044764503,0.483020107464974,0.589777963334245,-6.44222950983242,stable
FBXO30,0.216093592351606,0.261201581007757,0.71154622074655,0.483160662368863,0.58991672495198,-6.44239433568101,stable
CRIP1,-0.784741056807237,6.81565554562736,-0.711133014508189,0.483412333414798,0.590191131205,-6.44268926799158,stable
HIST2H4A,-0.0498061495849266,0.116364121452718,-0.710991646508655,0.483498453561402,0.590263399449738,-6.44279013378585,stable
C1orf109,0.889818191849736,2.87142154380258,0.710592798430142,0.483741475859116,0.590527197878692,-6.44307460725307,stable
ZCCHC7,-0.746252314078849,2.88932086758743,-0.710489192539006,0.483804615495202,0.590571387474681,-6.44314847778034,stable
SLC19A3,0.691301467050302,2.26952269479708,0.710235650697875,0.483959149266543,0.590684603885834,-6.44332920830092,stable
DGKE,0.628121194283449,1.8244587739254,0.71019708873673,0.483982655269314,0.590684603885834,-6.44335669073315,stable
HIST3H2A,-0.361382756026235,0.424044895842877,-0.710163376146664,0.484003205805001,0.590684603885834,-6.44338071592911,stable
PTRHD1,-0.977076178589854,3.51077671395899,-0.71016018964582,0.484005148259538,0.590684603885834,-6.44338298672456,stable
NUAK2,-0.355756830799315,0.858224876519624,-0.709987538457301,0.484110401148478,0.59078016498223,-6.44350600846959,stable
FAM171B,-0.252643360809063,0.350467524092476,-0.709789232442886,0.484231310143847,0.590894820177203,-6.44364727496622,stable
PTTG1IP,-0.894837870883998,5.13356843522869,-0.70947281666784,0.484424267654261,0.591086748571334,-6.44387260033551,stable
EXOSC2,0.665283994941133,2.40369571866297,0.709442886550999,0.48444252200322,0.591086748571334,-6.44389390911231,stable
DROSHA,-0.875757334559401,2.78223597948652,-0.709031662278679,0.48469336727386,0.591359898926381,-6.44418659317234,stable
ZNF600,-0.345214800024118,0.869410451603315,-0.708661270090019,0.484919368931477,0.591602709614143,-6.44445007587449,stable
AGL,-0.338298960785841,0.540463677612238,-0.708398056461232,0.48508001035274,0.591765758080161,-6.44463723546358,stable
SULT1A1,-0.387957338215316,1.22866692514159,-0.708177542502709,0.485214615317361,0.591862077095703,-6.44479398176098,stable
TMEM159,0.683911334586148,3.84202397893188,0.708139561499453,0.485237801643263,0.591862077095703,-6.44482097478022,stable
NSMF,0.155448262478167,0.290386285287736,0.708136019539834,0.485239963941608,0.591862077095703,-6.44482349197255,stable
TCEAL3,0.608088801793636,0.953731746992046,0.707971735241041,0.485340262424768,0.591951476804837,-6.44494023189166,stable
HAS2,-0.349197018208372,0.671580878317569,-0.70777186357661,0.485462303657227,0.592059878214581,-6.44508222498032,stable
AMFR,-0.559846352105818,2.06806566504171,-0.707666594326933,0.485526587921282,0.592059878214581,-6.44515699500547,stable
TRIM52,0.590711580890144,2.18646094087932,0.707628009107253,0.485550151793232,0.592059878214581,-6.4451843984118,stable
SIRPB2,0.451769703944113,1.09994421398276,0.70761858603627,0.485555906532573,0.592059878214581,-6.44519109050339,stable
PSG7,0.3761104298581,0.356214643918246,0.707605031271421,0.485564184596585,0.592059878214581,-6.4452007166977,stable
SLC17A5,0.603042220986024,1.66637577731238,0.707409377911975,0.485683681556988,0.592172644941918,-6.44533964420166,stable
GDE1,-0.609035756261591,3.21906950718335,-0.707198721374945,0.485812360680629,0.592296593908792,-6.44548918372192,stable
AXIN2,-0.565148389792774,0.940580434167081,-0.70696318566776,0.485956260330492,0.59243908473971,-6.44565633361634,stable
RAB17,-0.298258424861505,0.419277369508031,-0.706856023388567,0.486021738803208,0.592453502623578,-6.44573236451386,stable
FNDC4,-0.0889535693748934,0.157119203418898,-0.706855366310938,0.486022140307459,0.592453502623578,-6.44573283067173,stable
HNRNPD,-0.782994321754249,3.63846560122695,-0.706801925267933,0.486054795846221,0.592460363642405,-6.44577074254888,stable
SPTBN2,0.278970576373742,0.365438683552949,0.706656597917062,0.486143605540236,0.592535667336531,-6.44587382601599,stable
CHST7,-0.324038124394266,0.44260004560758,-0.706469172238653,0.486258155289892,0.592642334154883,-6.44600674054583,stable
TRUB1,-0.307721632327115,0.534278164762184,-0.706352300691175,0.486329591996367,0.592696446664388,-6.44608960385137,stable
CSNK2A3,-0.0686347969625085,0.134213846215522,-0.706226956076108,0.486406214470778,0.592756872771511,-6.44617846001519,stable
ZNF696,0.104342989658591,0.227781089813757,0.706155926513472,0.486449637520778,0.592776836071653,-6.44622880578388,stable
SAMD1,-0.587454585394871,1.47802608427395,-0.705937462505312,0.486583206719308,0.59290664116142,-6.44638362260654,stable
ERI2,0.616061149304121,1.09029522549854,0.705855009860991,0.486633623838397,0.592935115789089,-6.44644204157197,stable
MIIP,0.242600165123607,0.391845287723125,0.705619315070785,0.486777760054303,0.59307271409992,-6.44660899877436,stable
VEPH1,0.342431135196313,0.412209111898171,0.705576468054475,0.486803965238638,0.59307271409992,-6.44663934420878,stable
TAF7L,0.0900034653914036,0.160236205941511,0.705537631196421,0.486827718512566,0.59307271409992,-6.44666684800831,stable
ANKRD36,0.141408186964877,0.302705522754372,0.705486153423787,0.486859204204285,0.593078111439963,-6.44670330170956,stable
LRWD1,0.627248788315596,1.83604264919672,0.70501199068947,0.487149274305782,0.593382089185102,-6.44703895718057,stable
PTDSS1,-0.661821733781183,2.22965790216373,-0.704989756616378,0.48716287847563,0.593382089185102,-6.44705469115243,stable
NCS1,0.234586807692705,0.324582420345419,0.704883821992994,0.487227698761302,0.593409538302293,-6.4471296493802,stable
NKRF,0.591479566623422,1.2572459111824,0.704864446819749,0.487239554760411,0.593409538302293,-6.4471433578779,stable
FANCI,-0.76004526316348,2.5221248251648,-0.704723382525681,0.487325879383536,0.593481700109249,-6.4472431540412,stable
FAM207A,-0.438252864099301,0.710764522019984,-0.704596615554222,0.48740346218906,0.593543208413221,-6.44733281915679,stable
KIF4A,-0.566296615059146,1.45925735028057,-0.704283833057818,0.487594918791365,0.593743373782108,-6.44755399087065,stable
MUC15,0.050995027319731,0.135719749030878,0.703979366547652,0.487781326406895,0.593937369114344,-6.44776919157182,stable
ZRSR2,0.713180163666682,2.60353232543019,0.703889190957935,0.487836543635928,0.593969976026095,-6.44783291162119,stable
MPP6,0.611182385501897,1.56675455888256,0.703847134545761,0.487862297265172,0.593969976026095,-6.44786262692045,stable
NANOS3,-0.160406778641284,0.236917225938549,-0.703704971881946,0.48794935762723,0.594042978370904,-6.44796306046455,stable
ASPRV1,0.0217705749755769,0.0984779871436947,0.70362695134663,0.487997141147058,0.594068158554154,-6.44801817127906,stable
ARHGEF37,0.376589973574526,0.534976101346175,0.703282023927652,0.488208423289817,0.594292361557978,-6.44826174481229,stable
NFKBIE,0.30388173913999,0.449971182059334,0.703178602709305,0.48827178319555,0.594336485059117,-6.44833475423561,stable
TAOK2,0.437410983537043,0.75364412550521,0.703062202810781,0.488343099969248,0.594390288418983,-6.44841691350927,stable
SCAF4,0.510484947522794,0.992047119627569,0.702498887374629,0.488688320404236,0.594765666422322,-6.44881433717024,stable
CCDC102A,0.374273759152412,0.377157370849593,0.702470419972372,0.488705769973945,0.594765666422322,-6.44883441302396,stable
LSP1,-0.420646591673065,1.21890092538147,-0.7023450162894,0.488782642490766,0.59482619808139,-6.44892284121287,stable
ABLIM3,0.560636659164501,1.21447624417901,0.70228335071729,0.488820446047075,0.59483918051504,-6.448966319015,stable
DARS2,-0.527012862372646,1.27508482117676,-0.702189061124666,0.488878252709442,0.594876501673254,-6.44903279154351,stable
MBD2,0.603397652149842,1.60361285980509,0.702119284940317,0.488921033307694,0.594895535698155,-6.44908197701755,stable
SSBP2,0.656304483635563,3.48912472957267,0.701518957325049,0.489289189476566,0.595310446939879,-6.44950495582132,stable
PHF8,-0.179235797400479,0.343921303295699,-0.701411855953346,0.489354886950495,0.595328154473671,-6.4495803807211,stable
DBIL5P2,0.250093657863387,0.502339075784413,0.701406684714105,0.489358059188043,0.595328154473671,-6.44958402222608,stable
P4HA2,-0.969121931288555,2.8329287694565,-0.701302937331157,0.489421704311311,0.595372540522101,-6.44965707403845,stable
FGFR4,-0.591775874868239,1.56723961300782,-0.700965222176416,0.489628912569043,0.595591553877475,-6.44989479797116,stable
MFN1,0.48874542301259,1.41151317172171,0.700918443007022,0.489657618304946,0.595593421976624,-6.44992771800756,stable
BBX,-0.76919116409712,4.48745220309109,-0.700836645710527,0.489707814994714,0.595596250145579,-6.44998527637071,stable
GP5,0.0345376504425022,0.118120313823686,0.700795832199051,0.489732862190641,0.595596250145579,-6.4500139932277,stable
CMSS1,-0.800296501788073,2.64135907315792,-0.700781832743231,0.489741453805669,0.595596250145579,-6.45002384303561,stable
ATRIP,-0.172673356117042,0.263318174663104,-0.700658008181488,0.489817449998179,0.595655626395766,-6.45011095590616,stable
ZNF860,0.0257777734242065,0.11087519064141,0.700222938710017,0.490084523205439,0.595947347489123,-6.45041691791283,stable
THAP9,-0.474240196972479,1.1492983765503,-0.700004672404686,0.490218540144074,0.596060555932092,-6.45057034452841,stable
TMTC4,-0.568340223642827,1.04342239472811,-0.699982746174619,0.490232004146694,0.596060555932092,-6.45058575465845,stable
RPS12,-0.607248314070169,9.98864494434521,-0.699904502558849,0.490280052073653,0.596085913561096,-6.45064074182669,stable
C11orf45,-0.423061071142962,0.489518094394694,-0.699758808049051,0.490369527469148,0.596161633389784,-6.45074311561893,stable
C12orf29,0.431606026908399,0.934249329087701,0.699571188287655,0.490484764126877,0.596268662068838,-6.4508749184318,stable
PDE4D,0.544126416022052,1.28600855173506,0.69941835058424,0.490578648931419,0.596349723463962,-6.45098226173095,stable
ARL6IP4,-0.916200203558816,3.07902192153247,-0.699047492985494,0.490806501048413,0.596593618136978,-6.45124263427401,stable
SLC7A2,0.258106675545819,0.456285965826213,0.698981544713382,0.490847025478577,0.596609794594726,-6.45128892147277,stable
RDH8,-0.0482704875428674,0.115852234105365,-0.698882982775562,0.490907594169375,0.596650331103729,-6.45135809143534,stable
ZNF479,-0.0482353946176628,0.11584053646363,-0.698602013221655,0.491080280091701,0.596827123129688,-6.45155522206421,stable
ADSS,-0.55942769004363,1.49568792205405,-0.698421307978769,0.4911913611055,0.596929029093783,-6.45168196610112,stable
PKHD1L1,-0.317214992293853,0.419240955141392,-0.698153273278192,0.491356150588122,0.597075937121558,-6.45186990365205,stable
RAB2A,-0.848807793754369,4.18476017160337,-0.698136080867651,0.491366721667483,0.597075937121558,-6.45188195606388,stable
ERVMER34-1,-0.216777230957646,0.605466603954364,-0.697870230706882,0.491530201141756,0.597240548942619,-6.452068288903,stable
CMC4,-0.313113882280456,0.383669725948698,-0.697827175416797,0.4915566800795,0.597240548942619,-6.45209845968149,stable
CCS,-0.406318259576074,0.802833378896226,-0.697748977525228,0.491604773738083,0.597265878463255,-6.45215325188096,stable
FRMD8,-0.525728343991518,1.8968770038152,-0.697611374803033,0.491689409349421,0.597335598667073,-6.45224965389175,stable
PGAM4,0.343517029564518,0.565406907767593,0.69756125070989,0.49172024134499,0.597339950707871,-6.45228476539066,stable
FAM219B,0.789860010447053,2.41753967156512,0.697462038570079,0.491781271291186,0.597380984593488,-6.4523542554888,stable
RPUSD4,0.846389208373763,3.74179161520587,0.697405420168605,0.491816101801586,0.597390190480001,-6.45239390784768,stable
GLA,-0.731700817692379,1.69661345857463,-0.697238126710648,0.491919025590722,0.597482101062401,-6.45251105272257,stable
PATE4,0.312664740629752,0.43927869923004,0.69703542244119,0.492043751541343,0.597600480776652,-6.45265295728038,stable
CHST11,0.516808831051431,1.08106514438387,0.696890064214291,0.492133202966111,0.597676007879231,-6.45275469189029,stable
ATP11A-AS1,0.115072746384767,0.184436913570786,0.696549835379939,0.492342611166413,0.597894442004356,-6.45299273444883,stable
ZNF497,-0.21778541982159,0.33107868952515,-0.696509218330767,0.49236761402594,0.597894442004356,-6.45302114486644,stable
CASP14,0.145592557195715,0.27913209862191,0.696061335264236,0.492643367682585,0.598196159251645,-6.45333432002386,stable
LINC00635,-0.193696623781008,0.305516909521635,-0.695972549870533,0.492698041687625,0.598229410204632,-6.45339637878224,stable
LINC00261,0.634714523227532,0.909735867855916,0.695795792367633,0.492806899133887,0.598297341186303,-6.45351990515129,stable
IL23R,0.624404335966192,2.10282351035015,0.695793069877007,0.492808575907116,0.598297341186303,-6.4535218075183,stable
ASB13,-0.658404113362181,1.40818657124003,-0.695553913928774,0.492955883925714,0.598443037688186,-6.45368889212593,stable
SLC12A4,0.329007959788898,0.876897525825932,0.695479929628736,0.493001459589503,0.598461649561291,-6.45374056953625,stable
ALDH1A1,0.487194284820977,1.13057937679021,0.69541958297092,0.493038635990441,0.598461649561291,-6.45378271725062,stable
TTC9C,-0.695830650364192,2.97903713823641,-0.695396076359419,0.493053117607632,0.598461649561291,-6.45379913394204,stable
HPS6,-0.30604702411824,0.431602294605603,-0.694881491363538,0.493370196252668,0.5987845811274,-6.45415837914014,stable
FCHSD1,0.362850784663898,0.56722078953695,0.694875641387161,0.493373801574887,0.5987845811274,-6.45416246168963,stable
MMP17,0.401573310386758,0.545922435277124,0.694818714838893,0.493408886009591,0.598794009312753,-6.45420218755024,stable
OXR1,0.648920283373791,1.68512262331016,0.694681223737281,0.493493629068454,0.598863698118334,-6.45429812199569,stable
RIC8B,0.582909584472713,1.13919115198547,0.69413156946077,0.49383249260808,0.599236970025024,-6.45468146082139,stable
SFXN3,0.549257262933666,2.45639462809833,0.694093615523614,0.493855896194156,0.599236970025024,-6.45470791980263,stable
B3GALT1,0.723754779674939,1.12791057295717,0.693873098883415,0.493991886098051,0.59935508970095,-6.4548616219045,stable
SCFD1,0.727436343109182,4.01067177722943,0.693847090288374,0.49400792667838,0.59935508970095,-6.45487974703203,stable
DHRS2,0.41691481637674,0.805850446189436,0.693602716337243,0.494158656656535,0.599504782365815,-6.45505001683153,stable
HBD,0.334329692836111,0.446066495045994,0.693457915819834,0.494247981984509,0.599527554677561,-6.45515088068179,stable
PLCB3,-0.435511010511085,0.819919675258489,-0.693456538660948,0.494248831577663,0.599527554677561,-6.45515183987349,stable
