"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04080","Neuroactive ligand-receptor interaction","26/186","362/8165",1.61705555121476e-07,3.71922776779395e-05,3.6085871248161e-05,"2891/148/799/553/4988/2911/2569/2831/2846/6013/5746/5745/147/554/6343/4161/1812/2561/10874/796/185/2925/2922/4923/3827/51083",26
