model,gene,auc
1,TRIP10,0.591785248731512
2,NGFR,0.533839660693829
3,SPAG4,0.580232974531298
4,RSPO4,0.522455070681838
5,GDI1,0.607035879769337
6,SLC48A1,0.613987177169652
7,FOLR1,0.531756741153324
8,SRMS,0.597083507272562
