Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA.AA.3837.01A.01R.0905.07	0.0394424488767949	0	0.0124245566012502	0.176558040544464	0	0.228338493163818	0	0.0886623842184919	0.107136489029629	0	0	0.019648699750684	0	0.0409590995785055	0.0529380279518952	0.159907224898934	0.0199559436629054	0.0394376917946632	0.0145908999279647	0	0	0	0.158	0.0632480477770131	1.08259860947914
TCGA.AA.3841.01A.01R.0905.07	0.109395222157648	0	0	0.146884157794828	0	0	0.0306241108126313	0.0301498577915019	0.103833137205423	0	0.0515783739484846	0	0	0.285490768633584	0.0839585668705439	0.0880931466811099	0.023187844056809	0	0	0.0288938896571867	0	0.0179109243902499	0.055	0.128544568688649	1.04187964100448
TCGA.AA.3842.01A.01R.1022.07	0.0146430611413657	0	0	0.217563867379936	0	0.0299280322167762	0	0.0483713304521116	0.0808617107944435	0	0.0160740308600405	0	0	0.374342575635263	0.0729717681686612	0.124535472764048	0	0	0	0.0207081505873549	0	0	0.043	0.154769527630925	1.04905061776624
TCGA.AA.3844.01A.01R.1022.07	0.0178561132434784	0	0.00142570798659201	0.0329477200183144	0	0.319953844765567	0.107695214296902	0.0542782335594394	0.0461852603516237	0	0.0660393604813432	0	0	0.0782296360924452	0.0300161424845124	0.083667278646096	0.0304147961768706	0.00996180303437545	0	0.12132888886244	0	0	0.389	0.0183710149307702	1.09020271889961
TCGA.AA.3845.01A.01R.1022.07	0.0404680370082749	0	0.0234154880086685	0.112930388634924	0	0.116980956326218	0.12030234803248	0.0702365230463285	0.0175233256157565	0.0118700787401985	0.0294844199449876	0	0	0.11693455688095	0.0756599943175023	0.126113965722358	0	0.0305040651047023	0.0498616571314509	0	0.0316359021075082	0.026078293377692	0.093	0.0911728965122438	1.0407223843379
TCGA.AA.3846.01A.01R.1022.07	0.0547710703692062	0	0.0142177041189456	0.0520431269013626	0	0.240424384066304	0.0797055679490891	0.128923832198562	0.0141112696064455	0	0	0.00767330494679652	0	0.0565800464763699	0.0101864476736341	0.172705687564248	0.059383803647198	0.0581874931663286	0.00070198217044043	0.0129083542669644	0.0374759248781051	0	0.109	0.0816553015256523	1.05092249080953
TCGA.AA.3848.01A.01R.0905.07	0.0923033005060933	0	0.0415549629757977	0.112870921374791	0	0.0850650591790755	0.0469735575988423	0	0.152640653991078	0	0.0222541792455816	0	0	0.220928715664059	0.0594029435977442	0.0785035961614648	0.051432476381416	0	0	0.0360696333240567	0	0	0.039	0.171390355189223	1.01727162528844
TCGA.AA.3850.01A.01R.1022.07	0.00761597518397606	0	0.126545363457812	0.0846689160126486	0	0.196116574111331	0.017989686760164	0.0764782564719229	0.0627635196366595	0	0.0415343640495838	0	0	0.164574591563033	0.0261287942384554	0.133613818091479	0	0.00363841490449088	0	0.0261638343262855	0.01504316548907	0.0171247257030885	0.03	0.192894127612543	1.01111502267392
TCGA.AA.3851.01A.01R.1022.07	0.0325666831291071	0	0.00306888528928644	0.0675003160638147	0	0.145719917450761	0	0.0435214149868406	0.125889274128601	0	0	0.0133245394002994	0.0209364544911436	0.111426293455478	0.140381900394019	0.146327067487295	0.0790301930530063	0	0.0420030051787524	0.028304055491596	0	0	0.273	0.0339242619771607	1.07584211167139
TCGA.AA.3852.01A.01R.0905.07	0.0189207251738271	0	0.00725206594015663	0.0403598977282646	0	0.313615215988214	0.0195305985705616	0.0353876443676255	0.0628750466566947	0	0.0420089749456984	0	0	0.205913844381697	0.0321870370166748	0.100715213805885	0.0306532980594129	0.0066992555941564	0.00880023836051236	0.0308021260998638	0.00311146345004422	0.0411673538607107	0.369	0.0206636481435317	1.08694796513415
TCGA.AA.3854.01A.01R.0905.07	0.0289290532568758	0	0.018364902753856	0.026830001898307	0	0.299767864551675	0.0478478761922402	0	0.0166411904679113	0	0.00511350433073117	0.0102325383790969	0	0.117850794433959	0.0408290352004776	0.259056787406366	0	0.017574160383962	0	0.0320583869406206	0.0591069146995852	0.0197969891043369	0.174	0.0570947460602404	1.0602335617637
TCGA.AA.3855.01A.01R.1022.07	0.0174818302858063	0.0060737430870428	0.0725490947179371	0.0866180722311163	0	0.20754409184702	0.030450741167943	0.0228084445096715	0.120571145644447	0	0	0.0616923426530363	0.0259929609602177	0.166512949876299	0.0402824213360464	0.0861839260227642	0.0282200641489594	0	0.0270181715116925	0	0	0	0.054	0.130230937410803	1.03702946372935
TCGA.AA.3856.01A.01R.0905.07	0.0386583723644587	0	0.0455696730203892	0.0827572021071358	0	0.137544302521523	0.0226738227003541	0.0649226817228157	0.0893142882056494	0	0	0.00937718666811931	0	0.213244246779896	0.105640251656883	0.106206683887721	0.0553347809313504	0	0.0287565074337047	0	0	0	0.073	0.108951602972478	1.04487869898076
TCGA.AA.3858.01A.01R.0905.07	0.0232243631178395	0	0.0150093007073048	0.111513010027826	0	0.12672247897849	0	0.0874715694604069	0.0973012915064893	0	0.0135313889383575	0.0149511323058315	0	0.17020044007652	0.0709543992191854	0.151582206813418	0.0559794907388013	0	0.0302570816668143	0	0.0190562989449724	0.0122455474977426	0.208	0.047627134081379	1.06895055722028
TCGA.AA.3860.01A.02R.0905.07	0.0549516270397184	0	0.0067988687519481	0.0961183510724765	0	0.182070595362026	0.0224045732776373	0.0417390286317638	0.0699077845280501	0	0.0430498757017821	0	0	0.227138108075297	0.0798962400306276	0.100456705125978	0.00997779553610659	0	0	0.065490446866589	0	0	0.143	0.0682872846378985	1.06628435942038
TCGA.AA.3861.01A.01R.1022.07	0.157228216768642	0	0.254056624911521	0.117944367961487	0	0.138278484423046	0.0301920286978084	0.0228190275084543	0.0694623053639596	0	0	0	0.0273140361934267	0.0314743626743471	0.032457341492911	0.0186027138269664	0.0489413521228484	0	0	0.0299112462045504	0.0213178918500319	0	0	0.446785247635442	0.900726409595811
TCGA.AA.3862.01A.01R.1022.07	0.0460026645405155	0	0.00196240361790932	0.171106989475844	0	0.120596952839651	0.0195117124104167	0.125419732308995	0.0807389693232338	0.012908151548134	0	0.00773681758587883	0	0.0600358172862161	0.145453694012623	0.0469371604909591	0.031481703556292	0.00446064349058057	0.0335586095760339	0.00950657909778045	0.0825813988389366	0	0.152	0.0649130974438407	1.07703286838717
TCGA.AA.3864.01A.01R.1022.07	0.0655666868801298	0	0.00234340541443656	0.0813378996968125	0	0.250182817327399	0.0248522789125552	0.0600517035387369	0.00921125927170379	0	0.0104341960846551	0.0161420203585929	0	0.163377147989122	0.0803589628822856	0.191613593577022	0.0044330072356145	0	0.00138558384606819	0.002330171814658	0	0.0363792651702081	0.113	0.0799998106600455	1.05939400001856
TCGA.AA.3866.01A.01R.1022.07	0.028345383256572	0	0.00463587244736783	0.0757259969108721	0	0.16976642356888	0.0448915328072962	0.0122157793009633	0.0784191906433605	0	0.0353214214938651	0	0	0.215191490302957	0.0683134048495324	0.179355508447873	0.0281188383855433	0	0	0.0285941489809937	0	0.0311050086039234	0.217	0.0456389043253712	1.07226275920587
TCGA.AA.3875.01A.01R.0905.07	0.0729602431683511	0	0.00967648632436211	0.112663434786288	0	0.0555841492294899	0.00037097023005563	0.108907834047251	0.0392327920785358	0	0	0.0206846790719331	0	0.0825798700865304	0.0716670908677876	0.13415563614102	0.0396703648336529	0.0239713862994982	0.0177069961802417	0.0143361977139538	0.0675244665035185	0.12830740243753	0.077	0.103654469614831	1.04049421504993
TCGA.AA.3877.01A.01R.1022.07	0.0393410999664707	0	0.00670623495732104	0.0899299244613892	0	0.171775516267485	0.0754739599582317	0.0640073870998495	0.00711748843029853	0	0.0263499364487153	0	0	0.10912923970553	0.093503390028103	0.134599253767029	0.010440113623024	0	0	0.00872286288377104	0.0174535674811377	0.145450024921645	0.13	0.0726385437697269	1.05970504282217
TCGA.AA.3939.01A.01R.1022.07	0.0593781771775561	0	0.00488829191269868	0.049341802709971	0	0.247985463612775	0.0295997779646528	0.129015958876001	0.0186082270589162	0.0198982378417372	0	0.00666327421124176	0.00231399155743888	0.0449011395279775	0.0409005687247216	0.166940582538357	0.0680651842351618	0	0	0.0893329292083328	0.010948221104053	0.0112181717384074	0.147	0.0665075103554344	1.05921211580206
TCGA.AA.3947.01A.01R.1022.07	0.031582124952087	0	0.00403110050193299	0.0163721915626458	0	0.316421889608284	0.0206084407534252	0.00197450299921263	0	0	0	0.035375220060206	0	0.0373848719188339	0.0836411292113624	0.211793947184764	0.00616772761519828	0.0204345476345277	0	0.104391469708511	0.021542450730441	0.0882783855585682	0.239	0.0396516589186335	1.07126834001487
TCGA.AA.3949.01A.01R.1022.07	0.0383579575301368	0	0.0118311094285164	0.143743082059668	0	0.0756924309083987	0.153854686103218	0.0508921024332511	0.0266606392124613	0	0.0620327807275966	0.00350645503279523	0	0.100994828939316	0.0877943506090606	0.161541998274448	0.0141972513138228	0.00573771623752401	0	0.00126136432961652	0.0212537152289396	0.0406475316312296	0.131	0.0723801886760142	1.05363310804336
TCGA.AA.3950.01A.02R.1022.07	0.00769973431519866	0	0.00148340890363412	0.0746561931467734	0	0.190284637001332	0.0537345717064565	0.011382497074384	0.00307023059144698	0	0.0642837891782308	0	0.00253693435149371	0.279939082863268	0.0442080178345118	0.116774536554757	0.00697141544488101	0	0	0.0934467978253477	0	0.0495281532082838	0.079	0.100376941921541	1.05761603859553
TCGA.AA.3952.01A.01R.1022.07	0.0625816968193838	0	0.00814384583711822	0.0552794616314831	0	0.154775824002132	0.00713790200702169	0.031204882137897	0.024188657539429	0	0.00945277714525985	0	0	0.207196556081325	0.108177956338335	0.243875968314263	0	0	0.0341794157168776	0	0.000980791762790941	0.0528242646666828	0.113	0.0799622425592324	1.06116263785855
TCGA.AA.3955.01A.02R.1022.07	0.00969733679757592	0	0.0182808882375477	0.0556347736928314	0	0.26956972002317	0.0437789871753524	0.0461068635193593	0	0	0	0.0213024481526006	0	0.0852918997778666	0.0494889460567963	0.222813823841556	0.0334648678291129	0	0.0986120110035185	0	0.0354358297892364	0.0105216041034757	0.281	0.0318308617252146	1.06385039837939
TCGA.AA.3956.01A.02R.1022.07	0.238770994131584	0	0.16615633693887	0.0333664918302358	0	0.177672033714775	0.0283835639511886	0.00488546605956761	0.0880228862427173	0	0.0225837661558263	0	0.0124804764384865	0.0419206869299697	0.039794752821033	0.0279186262555682	0.0515401461618988	0	0.0209937920110329	0.0455099803572457	0	0	0.001	0.434729558037603	0.903277482372729
TCGA.AA.3966.01A.01R.1113.07	0.0420429113055479	0	0.0123961049088229	0.0811632993498263	0	0.0420852274131018	0.0219843251547079	0.0566324609332148	0.0421584844310844	0	0.0305281425849245	0	0	0.277614770266104	0.0251255865001948	0.0726882637292595	0.0118079897526252	0.0219333941576378	0	0.203743916539925	0.0230385187875853	0.0350566041854379	0.081	0.0977783099351181	1.06420228940433
TCGA.AA.3968.01A.01R.1022.07	0.0191449367863435	0.00982006661990601	0	0.0678929762965055	0	0.184140061006681	0.0401824772450095	0.0192746045105718	0.0955534440899227	0	0	0.0582201978973971	0	0.195162678213989	0.0862310035263489	0.118994383062702	0.0441464173638264	0	0.0322095340901799	0	0.0290272192906169	0	0.294	0.0294746569184633	1.07785798139371
TCGA.AA.3970.01A.01R.1022.07	0.0754381310355485	0	0.0702569756668812	0.0847581014623069	0	0.238923133265681	0.0325701219577981	0.091039408271961	0.0324838097634685	0	0.00162866063666266	0.00139541111545311	0	0.0988105915226339	0.0311498049251497	0.150230984233043	0.0422872287638198	0.00314437775952022	0.00457184151932028	0	0.0413114181007522	0	0.025	0.198992585650245	1.00546149125965
TCGA.AA.3971.01A.01R.1022.07	0.142112509423617	0	0.207352151170973	0.138283955913439	0	0.0285191273864947	0.0396524394726698	0.0470703870682407	0.0771690283933968	0	0	0.0076064769891345	0	0.102320909753669	0.0393125838010173	0.1292983891827	0.0154357263607164	0	0.0231099019021547	0.00275641318177567	0	0	0.001	0.432724308292142	0.90313522788009
TCGA.AA.3975.01A.01R.1022.07	0.0270623316390907	0	0.0253733352002096	0.0485924375588793	0	0.178967302812585	0	0.0679668297716622	0.0716566220178757	0	0	0.0089564907239919	0	0.274086360972237	0.0539498305014606	0.169948540094366	0.00591621198858135	0.00160623890510177	0.0423137035952773	0	0.0221755244245488	0.00142823979413188	0.154	0.0645160218127922	1.06879982476012
TCGA.AA.3976.01A.01R.1022.07	0.0539609905587084	0	0.00305585761042903	0.0966612386120798	0	0.279473533374646	0.0940574095600499	0	0.0687754897191914	0	0	0.0467510227593038	0.0307452937091937	0.0773197426840109	0.0684205217257704	0.0943023333323002	0.0376382934057268	0	0.0485172658418319	0	0	0.000321007106758256	0.162	0.0614315785283727	1.06424551278416
TCGA.AA.3979.01A.01R.1022.07	0.00171000010227012	0	0.0189270405375354	0	0	0.19844555146105	0.0787218259026485	0.0499766369457148	0	0	0.0405557674346248	0	0	0.203990847949238	0.0281542932792604	0.129077589573217	0	0.0203428670819527	0	0.126686493887826	0.0337097044289734	0.0697013814156881	0.212	0.0459775646349167	1.07005529654178
TCGA.AA.3980.01A.02R.1022.07	0.0230911958471619	0	0	0.260240227282561	0	0.0266507524510064	0.0926485110216571	0.0873212212657175	0.0864292041711912	0.037190194467574	0	0	0	0.053098813382499	0.0534064666627308	0.0909490754739104	0.0783840795955632	0	0.00278317733979444	0	0.0467219287596092	0.0610851522790243	0.074	0.108343372726359	1.04908636792796
TCGA.AA.3982.01A.02R.1022.07	0.0382287511689785	0	0.00444522401607236	0.146838029828586	0	0.146726785415953	0.0368951508168241	0.0635244975670566	0.0772392233374468	0	0	0	0	0.0506415128230821	0.0676219043440565	0.223305610594905	0.0825196134386803	0	0.0620136966483589	0	0	0	0.135	0.0703400734431002	1.05438168668506
TCGA.AA.3984.01A.02R.1022.07	0.0291695338991386	0	0.00645231849239661	0.107292558261186	0	0.176318143261353	0.0676188258441585	0.0903273573063906	0.0530342196408363	0	0.0673779929045863	0	0	0.116737085996215	0.0996780090975068	0.0517185278563195	0	0.0271172206497343	0	0.0999695568707201	0.00224560869013495	0.00494304122932364	0.137	0.0698919413523008	1.07001291235558
TCGA.AA.3986.01A.02R.1022.07	0.108523343438904	0	0.138612959976118	0.129466345725879	0	0.108662657060837	0.0309943418482357	0.0509926067216254	0.0992702708651354	0	0	0.0140444967052522	0	0.0985278362527017	0.0736161070989115	0.0840274202323765	0	0.00966413836822061	0.0371307105270519	0	0	0.0164667651787508	0.005	0.321321575793205	0.955459051514528
TCGA.AA.3994.01A.01R.1113.07	0.0498643016889908	0	0.00111845395625526	0.146356529312562	0	0.16553592113974	0	0	0.127407083986458	0	0	0	0.015282665805053	0.113517496450112	0.02218665525237	0.100948915062001	0.0283392040210535	0	0	0.151034708299081	0.0638645489138557	0.0145435161124684	0.114	0.0795279089040195	1.05839115787969
TCGA.AA.A004.01A.01R.A00A.07	0.136502932656941	0	0.0480199601182228	0.0654425232109098	0	0.0831484045113453	0	0.0120838633853277	0.183058266877366	0	0	0.0817927792038006	0	0.281087183786976	0.0350103309402613	0.0180091847361422	0	0	0	0.0558445705727075	0	0	0.016	0.219949774900141	1.00693024915173
TCGA.AA.A00A.01A.01R.A002.07	0.0743404877436507	0	0.0225746620999524	0.120721424199548	0	0.0813697567183357	0.0473195999073135	0.0784992788915099	0.0660858171189475	0	0.0529005425656319	0.0108569720699254	0	0.210169955597427	0.0867542911623619	0.0999320213960591	0	0	0	0.0484751905293361	0	0	0.054	0.131383893603753	1.03704249743674
TCGA.AA.A00D.01A.01R.A002.07	0.086498679896623	0	0.0105491813077129	0.195651252759062	0	0.018370658511862	0.0548616989087914	0.0577352119952934	0.104058351265128	0	0	0.0482146998481447	0.0190096943706864	0.0633090551820034	0.124655305918431	0.119612113327195	0.0525260822242616	0	0.0449480144848061	0	0	0	0.0580000000000001	0.123866848235436	1.03877606811293
TCGA.AA.A00E.01A.01R.A002.07	0.114083228710058	0	0	0.067227411861282	0	0.154956115222571	0.0394969958874839	0.0630447447422897	0.0242208334184084	0	0	0.0415313432678754	0	0.204385050873717	0.123543307679976	0.131134001171911	0.0147754792090533	0	0.0216014879553757	0	0	0	0.047	0.144691935965627	1.03223931445275
TCGA.AA.A00F.01A.01R.A002.07	0.098556210664675	0	0.013902487130617	0.0676714973966735	0	0.206530751252295	0	0.0503302637673555	0.171205118595231	0	0.00867623337448929	0	0	0.122864719747633	0.0670237149924593	0.068438816761194	0.00927996605349352	0	0	0.105432016570239	0	0.0100882036936457	0.0600000000000001	0.121125643503054	1.04696259850584
TCGA.AA.A00J.01A.02R.A002.07	0.0398526179550979	0	0.000761172275317762	0.0341049587986765	0	0.260157416757201	0.0179826069896314	0.00912661715493308	0.0653349346614581	0	0.0477834896283378	0	0	0.215102293775577	0.0743363218478017	0.156139037996905	0.0222409754914338	0	0	0.0517771121954679	0	0.00530044447216078	0.114	0.0794645040128051	1.06033998919491
TCGA.AA.A00K.01A.02R.A002.07	0.0273246831396946	0.0109920953337757	0.00717610510258711	0.0912999766202086	0	0.102470431838004	0.129321081218113	0.0619883867406967	0.0739428025444252	0	0.0289425135563773	0	0	0.258184696102502	0	0.04439597238946	0	0.0195150274595843	0	0.144446227954571	0	0	0.179	0.0559819394658283	1.07550253716673
TCGA.AA.A00L.01A.01R.A002.07	0.00018977131957177	0	0.0391536428464821	0.0770085437403649	0	0.122919155102888	0	0.0452603061212087	0.149114433177172	0	0	0.0677529688342861	0	0.284738191431031	0.039012614578412	0.0344142118545873	0	0.0209371545256227	0	0.119499006468373	0	0	0.167	0.0592172636094714	1.08286327969254
TCGA.AA.A00N.01A.02R.A00A.07	0.0347367122678337	0	0.00301459476103575	0.0283082041712682	0	0.0825967761474782	0	0.0279332165051648	0.0552004272592661	0	0	0.0415214124096554	0	0.42702037074084	0.0460987019443129	0.121976712832635	0	0	0	0.101460932665122	0	0.0301319382953884	0.07	0.112704565717602	1.07815153022767
TCGA.AA.A00O.01A.02R.A089.07	0.0327012381844246	0	0	0.0559464484019156	0	0.0958482971503195	0.00380427535544396	0.0237873412723961	0.125866886418466	0	0.0833019445014125	0	0	0.397555438575341	0.063036044194857	0.0995905874672223	0	0	0	0.0185614984782015	0	0	0.042	0.160737618581652	1.0440809904594
TCGA.AA.A00Q.01A.01R.A002.07	0.081455317373704	0	0.0197960294140177	0.141539779589419	0	0.208111202820956	0.0201730198990206	0.0620482813380016	0.107765629959637	0	0.00734737931554986	0	0	0.107984006906333	0.0977192201015534	0.0882660739819733	0.0250002833292128	0	0.0327937759706213	0	0	0	0.0580000000000001	0.125253060323988	1.04590896224157
TCGA.AA.A00R.01A.01R.A002.07	0.0273312130461438	0	0.00195894160034181	0.173373179164716	0	0.040474523111961	0.193200206323439	0.0700987179779895	0.0515109987833085	0	0.0932837678654592	0	0	0.123097824799009	0.0916408731453989	0.0799917270791719	0.0166649934381966	0	0.0373730336648646	0	0	0	0.176	0.0565551562521349	1.06946216863269
TCGA.AA.A00U.01A.01R.A002.07	0.0144605783502525	0	0.00495010713201579	0.11175353961386	0	0.207895171684025	0.00341829515974973	0.144263002299694	0.136856715773717	0	0.0322463180105456	0	0.0206207444053854	0.0942866852291601	0.0122874293856082	0	0.00758317724926051	0.0260339359690082	0	0.183344299737718	0	0	0.231	0.0407590747282516	1.10556323569478
TCGA.AA.A00W.01A.01R.A002.07	0.0311947228341895	0	0.0181399008440629	0.0690075673042224	0	0.0814642827707763	0.139884933705942	0.0557962978587199	0.0983606717200196	0	0.162615791630785	0	0.0263640190994603	0.11479029549617	0.0236066896277702	0	0	0.0202866217342718	0	0.157490947727424	0.000997257646186988	0	0.204	0.0510692264960509	1.08214294066491
TCGA.AA.A00Z.01A.01R.A002.07	0.0254175741067983	0	0.0202908134355509	0.0304936306804277	0	0.141309387130813	0.149422608286353	0.0391647719373358	0.0814661734652923	0	0	0	0	0.207801595954643	0.111674848524846	0.147689282758724	0.0101317721007985	0	0.0351375416184181	0	0	0	0.204	0.0506057344879738	1.06646800801372
TCGA.AA.A010.01A.01R.A089.07	0.101512538357917	0	0.0304626527808976	0.201876712215263	0	0	0.0557512732249216	0.18928559147674	0.0287668888711566	0	0	0.0345372093512748	0	0.150051389842916	0.0774505715156239	0.13030517236329	0	0	0	0	0	0	0.04	0.168089285903567	1.02524014798033
TCGA.AA.A017.01A.01R.A00A.07	0.0762049840420276	0	0.123124193040311	0.0688508610864324	0	0.154512829226774	0.0390839892334955	0.0133671289953647	0.116354053922879	0	0	0.0251188992019761	0	0.255755903431278	0.0237006743577491	0.0208804440213201	0.00396796686178681	0.0109448552614033	0	0.0346234475383311	0	0.033509769778871	0.00800000000000001	0.260852168526188	0.983931587795245
TCGA.AA.A01C.01A.01R.A00A.07	0.00376123921071629	0.023499166271079	0	0.0317437883374427	0	0.200549698276877	0.097861657352503	0.0296545006973605	0.00856622223064882	0	0.0299976616658586	0	0	0.270947817156745	0.0674630124893372	0.200410828047589	0.00240036234308928	0	0	0.0331440459207545	0	0	0.319	0.0268360359348797	1.0863811744724
TCGA.AA.A01D.01A.01R.A00A.07	0.00521236171310866	0	0	0.0292804266542602	0	0.0733060235589359	0	0.0313496146008986	0.0782681186125561	0	0	0.00667956408118575	0	0.593609165820288	0.0288657490186514	0.123891100751083	0	0	0	0.0295378751890319	0	0	0.002	0.36388017992389	0.967898228933741
TCGA.AA.A01F.01A.01R.A002.07	0.0156983174042639	0	0	0	0	0.278764801954052	0	0.00362367020677018	0.14023842946482	0	0.117476225899816	0	0	0.217782500100361	0.0176005529710794	0.0202958568997457	0.0177964916033385	0	0	0.161813773848955	0.00890937964679829	0	0.344	0.0247185509054621	1.09912875467224
TCGA.AA.A01G.01A.01R.A002.07	0	0	0.0357858742293612	0.102456176548051	0	0.0968407804834453	0	0.12697007764149	0.118754571550535	0	0	0.102984991004463	0.00503692878484043	0.149725115652054	0.0872018569402491	0.103549923918314	0.0200948021871897	0	0.0505989010600081	0	0	0	0.186	0.0544187314800373	1.07716783205854
TCGA.AA.A01I.01A.02R.A089.07	0.0545241880720073	0	0.0108759371207187	0.101830921933632	0	0.220620559323145	0.109666652530805	0.00415035417222233	0.0296740099895618	0	0	0	0.038166423031808	0.0575392683523846	0.181068127450084	0.00017020122155289	0.0729798278617766	0	0	0.0665046287226703	0.0522289002176312	0	0.118	0.0778540314710794	1.06488151483567
TCGA.AA.A01K.01A.01R.A00A.07	0.0370505876784311	0	0.0132050123881252	0.100898368424563	0	0.0680647997589818	0.0127903268433329	0.0873596973669357	0.159268789735269	0	0	0.0189364981241228	0.00276964982231173	0.26713839715504	0.0861837340943466	0.092784985444324	0.0287354229940638	0	0	0.0248137301701532	0	0	0.155	0.0641848469613529	1.07465998589814
TCGA.AA.A01P.01A.21R.A083.07	0.0583909939138861	0	0.0809685933220444	0.244895069343554	0	0	0.121961206976033	0.0298247401974847	0.0777108993210133	0	0.0159424690865811	0	0	0.134876400581555	0.13139456063238	0.0913975195075825	0.00220462551539121	0	0	0.000898871715740264	0	0.00953404988675484	0.026	0.196792196617903	1.01207636778061
TCGA.AA.A01Q.01A.01R.A002.07	0	0	0.0270809875044952	0.178395218754397	0	0	0.0730660179838882	0.175854571248032	0.115878455861998	0	0	0.0589618582240395	0	0.0572014706007183	0.0676348561494183	0.165076905813394	0.0508056805070674	0	0.0265222937249534	0	0	0.00352168362759819	0.0580000000000001	0.125245189701573	1.04500505893106
TCGA.AA.A01R.01A.21R.A083.07	0.0181797738542259	0	0.000558009430898529	0.245092553389077	0	0	0.0239967490416786	0.0802126058409483	0.145135208383403	0	0	0.108916262872972	0	0.202583089794722	0.0620854606346187	0.0473148006088753	0.0125638576994687	0	0.0533616284491114	0	0	0	0.075	0.107869858491079	1.06620892427686
TCGA.AA.A01S.01A.21R.A083.07	0	0	0.0399191222082906	0.117221725683157	0	0.216558844178171	0	0.0330416114885166	0.110405055305005	0	0.0518218447248952	0	0	0.218532524157907	0.0577520615063185	0.0696621013100446	0.0219375779131934	0	0	0.0562194958583585	0.00692803566614321	0	0.435	0.00929529808146802	1.09626445979587
TCGA.AA.A01T.01A.21R.A16W.07	0.0477614033616027	0	0.0399157271035999	0.095527508922912	0	0.0541021636858244	0	0.00553682389833303	0.237243967617852	0	0	0.067210637058234	0	0.184390255503982	0.149362536060144	0.0349984063579403	0	0.0140556680866848	0	0.0698949023428915	0	0	0.155	0.0641047765910944	1.08379531913874
TCGA.AA.A01V.01A.23R.A083.07	0.00986380078651955	0	0.0347573626656138	0.00549970682975635	0	0.254626814672572	0.145794093790297	0.130463292272453	0.127176005156921	0	0.0497398034894875	0	0	0.148091758102164	0	0	0.00439274961898667	0.0264394175879168	0	0.0631551950273137	0	0	0.159	0.0626494721583854	1.08371846206407
TCGA.AA.A01X.01A.21R.A083.07	0.191414785760145	0	0.0055992469523264	0.0864143869609048	0	0.165068127203355	0	0.0259407714579247	0.146774698176683	0	0	0.101689729227507	0.00778667345189821	0.0995998424489519	0.0262574190938373	0.072466110030836	0.0325789902973577	0	0.0351607569849587	0	0	0.0032484619533146	0.013	0.234581940839601	0.998722083689374
TCGA.AA.A01Z.01A.11R.A083.07	0.032219991881189	0	0.0359740379770597	0.0206226008309408	0	0.311373170160456	0.00170118102909635	0.213789798957355	0.0159978906564948	0	0.0307559686948421	0	0.00413844236999884	0.125794285567234	0.0203804402851783	0.0486121185169664	0.0227399013226251	0	0	0.115900171750563	0	0	0.125	0.0751627423382309	1.07592099587759
TCGA.AA.A022.01A.21R.A16W.07	0.0132059275458637	0	0.00615258714902741	0.41796969585222	0	0	0.179987562820116	0.0634743033269301	0.0353372675208522	0	0.0843839224437447	0	0.0333300585132758	0.0335901877872617	0.084280871856418	0.0327901857378319	0.0114009134428646	0.00409651600359381	0	0	0	0	0.172	0.0581459512845115	1.1080410842135
TCGA.AA.A024.01A.02R.A00A.07	0.015346388435167	0	0.0181926654375008	0.0274640320639826	0	0.331800429433195	0	0.0119350894751535	0.120455570991137	0	0	0.0504289647722819	0.00575537614383165	0.263967391213999	0	0	0.0137436830728154	0.00664395932351362	0	0.134266449637423	0	0	0.233	0.0401436687332727	1.09820231586191
TCGA.AA.A029.01A.01R.A00A.07	0	0.0242793123011637	0.00538345487239682	0.129345076937338	0	0.15819568642769	0	0.025458483312745	0.131787369747334	0	0	0.0371140294037368	0	0.35401782884957	0	0	0.0161018204499967	0.00420600987816124	0	0.0800174545042833	0.0340934733155843	0	0.204	0.0503789991978965	1.0948609935341
TCGA.AA.A02O.01A.21R.A16W.07	0.0710077260469109	0	0.00158280121235697	0.0752596168698602	0	0.0574821381933924	0.100717156377587	0.0390170066767316	0.156857548078562	0	0.092924265776528	0	0.0353343012504256	0.134354740643853	0.0290730722929047	0.0381613976882906	0.0459422123961632	0	0	0.122286016496433	0	0	0.104	0.0835394151172032	1.05351013897983
TCGA.AA.A02R.01A.01R.A00A.07	0.0196504600447714	0	0.00183428116382686	0.212610121112751	0	0	0.156420356885899	0.0662599214556605	0.0229675690192449	0	0.0199325634511029	0.0284876216756498	0.00875785607302981	0.124331249692939	0.180518141221734	0.0698644291840525	0.0323942064546839	0	0.0559712225646547	0	0	0	0.094	0.0901938406252353	1.06371641297607
TCGA.AA.A02W.01A.01R.A00A.07	0.0765076290277239	0	0	0.114590445951148	0	0.231092973958975	0.125992819757764	0.0381216775167623	0.0851946063733095	0	0.0447295679019207	0	0.0427401458694217	0.0776477287171859	0.0650659061105858	0.0102041492983624	0.0465857303766236	0	0	0.0285941281763448	0.0129324909638728	0	0.098	0.0871462594002608	1.05941614278861
