Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA.AA.3509.01A.01R.1410.07	0.0188952930712443	0	0.0089918978739859	0.0646310373338273	0	0.102469959467318	0.0964937246520219	0.0666026780782338	0.0332570602511565	0	0.0771655215892611	0	0.00526865453846294	0.136187318995637	0.0750755929248918	0.185368641960153	0.0100655519371797	0.00390484131645931	0.0313908005356923	0	0.0487699904048053	0.0354614350696708	0.276	0.0325724304954437	1.06452066945791
TCGA.AA.3510.01A.01R.1410.07	0.0279237347482472	0	0	0.0651438234644553	0	0.144193792408708	0.0371608685692265	0.0282946429065361	0.0649388119330548	0	0.0299546930337553	0	0	0.176140075520218	0.16071187886114	0.176717932655587	0.0307432108747259	0	0	0.0580765350243455	0	0	0.363	0.0219503835598159	1.09150348015361
TCGA.AA.3511.01A.21R.1839.07	0.0485576003224073	0	0.00952357475084333	0.088720296778501	0	0.172469779657679	0.00865306895025748	0.0669049227641555	0.0892384524834985	0	0.0221050682955507	0	0	0.177548086983421	0.0638055732936167	0.195409376365553	0.00195788687396308	0.0119683337957239	0.023415392141051	0	0	0.0197225865437792	0.131	0.0721704342983632	1.06149087649541
TCGA.AA.3511.11A.01R.1839.07	0.237846118988157	0.0810667892039489	0.0283014478516566	0.108708463711268	0	0.119546762805041	0	0.0665110293965634	0.0772917943655832	0	0	0.0335821298023207	0	0.0215070299810721	0.00170237006666854	0.144311368078738	0.00659156289668256	0.00348702723317755	0.0695461056191224	0	0	0	0.002	0.383534442122778	0.928363837111737
TCGA.AA.3514.01A.02R.0821.07	0.0160170673583817	0.00267321523220632	0.0128044007502642	0.108810643135022	0	0.0683814001324801	0	0	0.18798112935259	0	0	0	0	0.33227462903033	0.0343567370577189	0.10154985521082	0.073056026482029	0	0	0.0555387376301741	0.00655615862798396	0	0.073	0.108645530239398	1.05989548526225
TCGA.AA.3514.11A.01R.A32Z.07	0.0482089486723686	0	0.00488420537294913	0.168760037834966	0	0.0685393417327694	0.0519675924149116	0.0224189925456629	0.0669235856871603	0.0838429192283754	0.00499369282812075	0.00313449578239143	0.00313292884157099	0.0164842471291049	0.213435437502546	0.0517755085719292	0.0523346534140379	0	0.129358338111356	0	0.00980507432977925	0	0.138	0.0696429451161188	1.08144652813552
TCGA.AA.3516.11A.01R.A32Z.07	0.0500897272043169	0	0.0141468190499231	0.327936691479071	0	0.0467224212848627	0	0.100401429107518	0.105091079437897	0	0	0.0658138775831329	0.0333507277347448	0	0.0229346296276612	0.171019746707107	0.0159453120354434	0.00848350969051853	0.0380640290578036	0	0	0	0.095	0.0891451837650241	1.07603723315256
TCGA.AA.3516.01A.02R.0826.07	0.00669716074851137	0	0.00385445955949057	0.209800061232228	0	0.0399780040815241	0.199308888630255	0.0722715678068996	0.0322198670889363	0	0	0.0028137747248879	0.0114487187681758	0.0839529507774573	0.111981961328756	0.0801907037550994	0.00909106257885668	0.0983611586694784	0.0247971901745691	0	0	0.0132324700748753	0.263	0.035986318784909	1.08073029385373
TCGA.AA.3517.01A.01R.0821.07	0.00743820154193219	0.0051966420384291	0.0195837034038056	0.0555651242071991	0	0.123681286919566	0.0671850436397835	0.00327315138233661	0.105152567527004	0	0.039732751396887	0	0	0.306641135250887	0.0294447078869016	0.147487454835009	0.0229154727359984	0	0	0.0667027572342615	0	0	0.239	0.0396294039395307	1.08323386606275
TCGA.AA.3517.11A.01R.A32Z.07	0.301601982764585	0	0.118246392039308	0.0855892130200618	0	0.0536675563940152	0	0.0406515734338469	0.135721611939368	0.0050676977575368	0	0.042576839692778	0	0.0186476658003237	0.0147223631696814	0.106071172730075	0.0208439987793325	0.00322603260577877	0.0533658998733094	0	0	0	0.001	0.436894759299157	0.90338775992469
TCGA.AA.3518.11A.01R.1672.07	0.0329527846825051	0	0.0554349984256812	0.20524906060271	0	0.190728765140022	0	0.0279514192343391	0.0718455015985751	0	0.011575696883557	0.00610418863498335	0.00399275269848024	0	0.0377194423846262	0.193199143881753	0.0314523884750371	0	0.119108906892875	0	0.0126849504648563	0	0.054	0.130182107830691	1.03459630050933
TCGA.AA.3518.01A.02R.0826.07	0.042447872523733	0	0.0667908393235827	0.116544379834827	0	0.115705541772817	0.0444914189218097	0.0711516527525643	0.060426717042311	0	0.0742776689877181	0	0	0.204553271728236	0.0846507908447523	0.0923784754342655	0.000995954720549777	0	0	0.0200441006424396	0	0.00554131547039491	0.045	0.149553864114078	1.02956028011831
TCGA.AA.3519.01A.02R.0821.07	0.0191879883684562	0	0.0547924924775868	0.0756263824873964	0	0.166285971943963	0.0717815795455524	0	0.0757793901155991	0	0.0209570524994826	0	0.0128433630089017	0.21290592494678	0.0546086057142612	0.0588713069951931	0.0198186322165442	0	0	0.0994737416877499	0.0570675679925338	0	0.077	0.104335738001813	1.04187082218504
TCGA.AA.3520.01A.01R.0821.07	0.0111145688486109	0	0.00827825438612094	0.0949257466441074	0	0.11661453021698	0	0.0534241958476074	0.100516312366722	0	0	0	0	0.147667689658605	0.0678338721873103	0.257619036121464	0.0274114188340656	0.0101733773935561	0.0262229373981087	0.0449072266326938	0.0153693191733484	0.0179215142906995	0.355	0.0230967766453364	1.07916282703394
TCGA.AA.3520.11A.01R.A32Z.07	0.0612648977810968	0	0.0509026775862797	0.14148823195239	0	0.137440056500008	0	0.0530646224344803	0.0590184221495569	0	0	0.0399123538484452	0	0	0.0585652612859141	0.196671209805829	0.0577966772676985	0	0.100828834925515	0	0.043046754462787	0	0.042	0.16113397163611	1.0140689647045
TCGA.AA.3521.01A.01R.0821.07	0.0214529412103816	0	0.0154975996055734	0.0750929788952578	0	0.20970242186683	0.00148057490104837	0.023251975201237	0.100636709694172	0	0	0.00177676003273564	0	0.154882771135434	0.0423094692928436	0.199743835074806	0.033851176916652	0.00726665723070349	0	0.0766588380367711	0	0.0363952909055534	0.211	0.0465713911278262	1.07031978896955
TCGA.AA.3522.11A.01R.A32Z.07	0.0846293413390234	0	0.0284866647330883	0.112489543647549	0	0.106492508237483	0	0.0278970161191392	0.0923495760473207	0	0	0.044823294356907	0	0	0.0172550612599675	0.262463780534551	0.0735468137121301	0.00109062554982047	0.138157573322989	0	0.0103182011400316	0	0.043	0.15247808272452	1.01632840802051
TCGA.AA.3522.01A.01R.0821.07	0.112009592129367	0	0.13458265706656	0.0627033290652443	0	0.248613477858612	0	0.0820730245573579	0.0382431270411745	0.00497009362884754	0	0.0136478287073297	0	0.053142143997181	0.0562311422621894	0.0677631152085972	0.0602245920077013	0.00300513218504211	0.0483510908681334	0	0.0144396534166627	0	0.005	0.31103102274194	0.960123411066712
TCGA.AA.3524.01A.02R.0821.07	0.0661252228964062	0	0.0119945527951433	0.24431106408143	0	0.110252543390354	0.114729121973576	0.0312871171014409	0.0118663520245812	0	0	4.81912419095142e-06	0	0.0154327963003026	0.0484885711660694	0.180897629606299	0.034892614704083	0	0	0.0914424588817499	0.012687038157583	0.0255880977967912	0.0639999999999999	0.117738638674182	1.03683216104892
TCGA.AA.3525.01A.02R.0826.07	0.202764994994876	0	0.131262361628237	0.0485518008675641	0	0.180279539961664	0	0.0548541069846702	0.0183854144178553	0	0.00866745245573664	0	0	0.153227462868868	0.052149920861209	0.092364205446294	0	0	0	0.0452393768028211	0	0.0122533627102048	0.002	0.383638104173961	0.927397483087259
TCGA.AA.3525.11A.01R.A32Z.07	0.144097302546064	0	0.017863401342444	0.160740927756469	0	0.0964575152547054	0.00656038229471916	0.0719504264280089	0.0922154326796486	0	0	0.0659987210187518	0.0201590262716176	0.0363827169573991	0.0606354019751378	0.12388240390897	0.013344314810757	0	0.0790820217748101	0	0.0106300049804982	0	0.03	0.191118179183669	1.01090978745964
TCGA.AA.3526.01A.02R.A32Z.07	0.0299007319882212	0	0	0.243639040615856	0	0	0.0526498983806032	0.0864607867140086	0.0891843469425696	0	0.0133201711926588	0	0	0.120819804559531	0.145133064930662	0.0994156861258118	0.0100400217990628	0	0	0.0542701085155195	0.0551663382354955	0	0.077	0.104790704956638	1.05606658669498
TCGA.AA.3527.01A.01R.0821.07	0.0243524226271909	0	0.000116281537989182	0.146864138701712	0	0	0.0478732873882096	0.0204407833457647	0.0778248677496652	0	0.0556490137805322	0	0	0.432348540243421	0.0698262224550655	0.0505144665064277	0.0281675949409157	0	0	0.0460223807231062	0	0	0.157	0.0634180843207434	1.09373027744482
TCGA.AA.3527.11A.01R.A32Z.07	0.0200365588041006	0	0.0179646202911241	0.100362774178701	0	0.154496688543471	0	0.0778105246487363	0.0420704699510224	0.0140231273663477	0	0.0545919262518643	0.0100707589047183	0.0475731865508643	0.0907319914032432	0.178227879775522	0.050649537059381	0	0.132267115028562	0	0.00912284124234163	0	0.208	0.0473105110110728	1.06128059251611
TCGA.AA.3529.01A.02R.0821.07	0	0.0325934581268316	0	0.105023532161725	0	0.139611535252401	0.0795743797673843	0	0.0254597838801989	0	0.0292387192940564	0	0.0157833620775128	0.216213592384776	0.0528472390848607	0.090682642686096	0.0247169683663643	0	0.0507777504118351	0.076979288903573	0.0604977476023842	0	0.182	0.0553486722048114	1.06038121120778
TCGA.AA.3530.01A.01R.1022.07	0.0455133739835606	0.0197630591696219	0	0.0771176992603338	0	0.298506308024018	0.0492876888471762	0.070290993333628	0.0299730023015552	0	0	0	0	0.0341913327319482	0.0564116128058321	0.158237112352648	0.0684099582272464	0.000161446863810075	0.066988309028235	0	0.0251481030703874	0	0.131	0.0721452543426979	1.05567714983994
TCGA.AA.3531.01A.01R.0821.07	0.0219138261066304	0	0.0547055270764809	0.125140014192246	0	0.0272301767348504	0	0.0357881458537831	0.0739744015932321	0	0.0430983659248361	0	0	0.307118535330619	0.0913078627534879	0.117662404735707	0.0288891681489608	0	0	0.073171571549167	0	0	0.073	0.108640598231109	1.05498197648431
TCGA.AA.3531.11A.01R.A32Z.07	0.158528383061607	0.00393775374027323	0.0715122963927288	0.04492569395546	0	0.0825487368647602	0	0.1029676393612	0.0622922575217375	0.0159359722925557	0	0.0770315330726372	0	0.0546720368221439	0.0309043508911753	0.103939376314992	0.0471512178242939	0.003355085668636	0.128022803138111	0	0.0107642331809375	0.00151062989675062	0.00600000000000001	0.296538840276192	0.961757820653888
TCGA.AA.3532.01A.01R.0821.07	0.0536693191784414	0	0.00382920902764582	0.0758285058661532	0	0.139241121126418	0.0811023502623957	0.0471032745671807	0.0600963081710597	0	0	0.0296317124900657	0	0.0984880946793322	0.123371174432782	0.1727711882938	0.0515180971427311	0	0.05387392077531	0	0.000996665165239839	0.0084790588214451	0.145	0.0675113442188515	1.05506848680263
TCGA.AA.3534.11A.01R.A32Z.07	0.142855023124497	0	0.0700797746817174	0.0991779185455701	0	0.172128862641505	0	0.0437509269720702	0.100296320704989	0	0	0.0433810620385511	0	0.0482862732547104	0.0127812457222279	0.156251660024784	0.0242048318851896	0	0.0863689008863331	0	0.000437199517854965	0	0.00700000000000001	0.265059115255361	0.978078858729134
TCGA.AA.3534.01A.01R.0821.07	0.0477735416640426	0	0.0154981688661183	0.0336263666993641	0	0.211667966809913	0.0225930570738484	0.0636037396042381	0.0411404566642191	0	0.0300576580815488	0	0	0.199179567078757	0.0421857295078735	0.16369338677958	0.0277554885282013	0.012992227308589	0.0653501262489748	0.0186699560892262	0	0.00421256299550506	0.125	0.0750482398623077	1.05253475688204
TCGA.AA.3538.01A.01R.0821.07	0.0317012637044966	0.00130425359501767	0.00438661202991089	0.0327530329151299	0	0.154526546757777	0.0290928432490419	0.0242503742863795	0.07956316210091	0	0.0459278643327888	0	0	0.327161516877571	0	0.138652533373038	0.0436242265299983	0.00802731837682894	0	0.0345791608868129	0	0.0444492909842981	0.275	0.0332526601933287	1.09058148067911
TCGA.AA.3542.01A.02R.1873.07	0.0476171755678187	0	0	0.0296296227356455	0	0	0.0653489855543423	0.0246285689458966	0.0712185167548345	0	0.0593301742266684	0	0	0.408075138353225	0.0460054972526656	0.073631836304138	0.0244074094081913	0	0	0.143584192846037	0	0.00652288205053654	0.186	0.0541179073859529	1.09945910310823
TCGA.AA.3543.01A.01R.0826.07	0.0182256572231064	0	0.0104270932556876	0.20275029881594	0	0.175830344268066	0.0272339479584969	0.0908124846384607	0.070921078004806	0	0	0.0591767796118331	0.0119038422126579	0.0595646670072657	0.100155389840144	0.134693892269875	0.025214666864526	0	0.0130898580291345	0	0	0	0.21	0.0469920163374687	1.09041486847803
TCGA.AA.3544.01A.01R.1873.07	0.045544294621304	0	0.0052667152521355	0.103401900680392	0	0	0.0470730098655262	0.0854896422347377	0.0557506733345871	0.00542545963289269	0.0028479406924881	0.00210365446495874	0	0.359092055996383	0.0952999230794317	0.121604627528349	0.0226228909336653	0	0.0484772116831486	0	0	0	0.171	0.0583305708112993	1.0808820194189
TCGA.AA.3548.01A.01R.1873.07	0.039264570050775	0	0	0.126468195633606	0	0.192331787282334	0.0208702609841645	0.0336955367067364	0.179195172151258	0	0.00241989495799831	0.00219298983196145	0	0.0890454831461445	0.101754571568309	0.16332214278759	0.0315910971087258	0	0.0178482977903975	0	0	0	0.227	0.0426427997632362	1.08512822167916
TCGA.AA.3549.01A.02R.0821.07	0.0140306908310397	0	0.00747068598276392	0.0741330324750135	0	0.0422101991096928	0.0205069328987346	0.0770488493380652	0.0896382899592253	0	0.0677449599931203	0	0	0.249505213749426	0.0366980515497666	0.0370895864616789	0	0.00965286065593344	0	0.252414339813263	0	0.0218563071822771	0.352	0.0235111905760125	1.10771614260219
TCGA.AA.3552.01A.01R.0821.07	0.101645803855243	0	0.196992008609924	0.100258048670052	0	0.0880140950374303	0.00644993877290364	0.0802512107234792	0.075231623261822	0	0	0.0131407971615298	0	0.0739766570073623	0.0657222760242435	0.147581471216421	0	0.00366635139421506	0.0470697182653742	0	0	0	0.002	0.37477520131164	0.932095033397088
TCGA.AA.3553.01A.01R.0821.07	0.0279754560855224	0	0.00362361995297563	0.169185029050599	0	0.0227407570567057	0.117472176286132	0.117087236722693	0.0332503085507773	0	0.00477008898699941	0.00768850320479758	0.0102253237269849	0.138374693378951	0.133695894667445	0.145247426148783	0.0425701245085963	0	0.0260933616720366	0	0	0	0.231	0.0407243525814943	1.07318062644563
TCGA.AA.3554.01A.01R.0826.07	0.0189090889224184	0	0.000871555825257903	0.0208201422627276	0	0.116595860741932	0	0.0246777653799153	0.0702354601437485	0	0.0664822203069768	0	0	0.347751386901351	0.0260379806042586	0.0808183605771538	0.0086986972144198	0	0	0.166565245368957	0.0183917626977118	0.0331444730531712	0.374	0.0200406726774456	1.10841324678561
TCGA.AA.3555.01A.01R.0821.07	0.028440901006026	0	0.00463611603383109	0.00848748872505628	0	0.175376614508619	0	0.011706494388915	0	0	0.0104466477090234	0.0147055093077318	0	0.180236190292427	0.127574680478042	0.118482275508282	0	0.00546123735426995	0	0.134206612666631	0.0156340041492798	0.164605227871866	0.043	0.153281580050003	1.04277133518441
TCGA.AA.3556.01A.01R.0821.07	0.0626234208355102	0	0.017400993598792	0.0547739958333084	0	0.203256574472163	0.0101038457856694	0	0.0848901887513815	0	0.0124051983680756	0.0160042368898985	0	0.155200779481514	0.111660751046855	0.157119674691533	0.00976740469292992	0.0406493571703039	0.0299044191989384	0.000682839680420247	0	0.0335563195027065	0.095	0.0897995953416548	1.05188538032267
TCGA.AA.3560.01A.01R.0821.07	0.0412638021875766	0	0.0101193263964595	0.051022286347159	0	0.34142980065495	0.0453493462210617	0	0.0828802478021018	0	0.0381734161704706	0.00465640680523049	0.0159229897511781	0.0527329636208197	0.0418480001351754	0.154499508489729	0.0694654530859257	0	0.0220438612957489	0	0.0041538453132387	0.024438745723175	0.203	0.0515505961438375	1.06725068667745
TCGA.AA.3561.01A.01R.0821.07	0.0690991925970867	0	0.0153536542872249	0.0117854089343843	0	0.23854826615289	0.15145326192131	0.0316805749064969	0	0	0.0276586131705245	0	0.0066021082163146	0.0483717589747339	0.0960324488562307	0.223543449481624	0	0	0.0276210176841714	0	0.0113130275047858	0.0409372173122217	0.086	0.0961742649372675	1.03845820770212
TCGA.AA.3562.01A.02R.0821.07	0.049821157871966	0	0.00370533673318551	0.0724746423289388	0	0.126240459958092	0	0.0656491753011928	0.0935726550467553	0	0	0.0170207009022244	0	0.210619197269928	0.0602783458166539	0.210608951227666	0.0214271255982995	0	0.0337799645294656	0	0.0290428774143982	0.00575941000123369	0.177	0.0561658193976716	1.06694999665848
TCGA.AA.3655.01A.02R.1723.07	0.00862556369791792	0	0.00831174989426051	0.0914067266125645	0	0.228707720206519	0.0309716167520536	0.0551005181742425	0.0610386483673356	0	0	0.0273054076106246	0	0.148982539472826	0.0985692796494514	0.13063429420898	0.0103545765998511	0.0189702341339132	0.0767992559195846	0	0	0.00422186869987584	0.378	0.0194143965193141	1.08330938336261
TCGA.AA.3655.11A.01R.1723.07	0.0418431233699096	0	0.0237799177364148	0.207216792392322	0	0.0684739920296974	0	0.0721888291657393	0.0704127939709689	0	0	0.0278383254382852	0.0161439603418036	0	0.0340708287189526	0.233512889516096	0.0794063895183214	0	0.116717241278952	0	0.00839491652253713	0	0.076	0.105624005341961	1.03742557344224
TCGA.AA.3660.11A.01R.1723.07	0.0466714858136005	0	0.020209511683865	0.1575322089244	0	0.197715049278384	0	0.0295346094235213	0.149159211804634	0	0.00319323279444519	0.00127040311380061	0	0	0.0203798642219422	0.178506689945293	0.0787511349345435	0.00390384189950523	0.109215807301238	0	0.00395694886082702	0	0.099	0.0870378156722982	1.05540907364296
TCGA.AA.3660.01A.01R.1723.07	0.0592301223913716	0	0.00640054591579076	0.0853015590443112	0	0.155575466231792	0.106664648511687	0	0.0407379951312928	0	0.0495279769124341	0.0267179520685214	0.0242191693613112	0.0382310752487968	0.0149179874700945	0.14976922475379	0.0919135227036864	0	0.0784004648379471	0	0.067464856030558	0.00492743338661526	0.099	0.0863942266268428	1.03606208275912
TCGA.AA.3663.01A.01R.1723.07	0.0563545735494476	0	0.0130529039830015	0.0504470873722958	0	0.120401394744334	0.0249052005234354	0.0568549336636025	0.0248223592499736	0	0.000830414477676614	0.0163496903126902	0	0.126909885405456	0.079122929391027	0.209959821218677	0.0183735804218968	0	0	0.169383969918631	0.0212966797646589	0.0109345760031964	0.042	0.162381232222909	1.02324346976804
TCGA.AA.3663.11A.01R.1723.07	0.0394426714839236	0.0187881376818413	0.0475946311816531	0.0935078425619708	0	0.296734000134242	0	0.0286275766994149	0.0549263990734339	0	0	0.0273881671765367	0.0665048998088506	0	0.0199666766625818	0.200185841626709	0.000517838721302559	0.00445605936373741	0.101359257823802	0	0	0	0.047	0.143585872664663	1.0272474517617
TCGA.AA.3664.01A.01R.0905.07	0.0309854650535153	0	0.0180249611259436	0.103856282455503	0	0.183571029603315	0.034661861305684	0.160339164884261	0.0225058291490518	0	0.0228197156100622	0.00326205627280971	0	0.179887553470734	0.0953652019484556	0.126929602731161	0	0	0.00222509809236385	0.00553204238261607	0	0.0100341359145244	0.153	0.0645900910014335	1.07300364341538
TCGA.AA.3666.01A.02R.0905.07	0.0714011443607717	0	0.0472251982271957	0.0359436004379819	0	0.1571154807646	0.0858497880956841	0.0902649806934584	0.010722334240464	0	0.0252352404165212	0	0	0.145902246539857	0.0918273514843175	0.138911383129432	0.00501189150138176	0.000630925827175646	0	0.0566654530492798	0	0.0372929812318787	0.042	0.158030878343761	1.01789227572196
TCGA.AA.3667.01A.01R.0905.07	0.0188838133114546	0	0.026768801140715	0.0881286644895513	0	0.145200918903112	0.000859991433310538	0.0484358923449632	0.0840918593208706	0	0.0786733597309068	0	0	0.18507842788904	0.0270263902095881	0.107496189791242	0.00566207402302312	0	0	0.149177316489766	0	0.0345163009224569	0.142	0.0686621217746702	1.06624088473752
TCGA.AA.3672.01A.01R.0905.07	0.0669908774987908	0	0.0107199051893549	0.281677279357328	0	0.0411877484062033	0.0624548877347703	0.0422003256178301	0.0923936747902515	0	0.0566199997527829	0	0	0.103604159840981	0.0606658776260252	0.0780311263649704	0.0175282512841557	0	0	0.0541285820804889	0	0.0317973044560674	0.0610000000000001	0.120145353307849	1.04757689466823
TCGA.AA.3673.01A.01R.0905.07	0.0662250338293141	0	0.0229516005440923	0.0674234674830158	0	0.211598415605069	0	0.0498513433785626	0.0683192680336812	0	0	0.038545119417527	0	0.117911640833939	0.0763618639005783	0.100878850566107	0.0707536314393194	0	0.109179764968794	0	0	0	0.071	0.111796903134311	1.03533443492329
TCGA.AA.3675.01A.02R.0905.07	0.0521564930656509	0	0.0210904217112507	0.0320980572749797	0	0.246083029827938	0.0918734651689423	0.0395587381047695	0	0	0.000889687363194687	0.0255374376842498	0.00747659542946951	0.118074822466072	0.0583060129645603	0.152560894155877	0.0123878027872198	0.0467128723489378	0	0.0271391392550463	0.057499372554308	0.0105551578375344	0.084	0.0964844887455169	1.03976090498372
TCGA.AA.3678.01A.01R.0905.07	0.0527798148215069	0	0.0174365519526899	0.0330961209372535	0	0.229605866648192	0.114290825377564	0	0.0963725421587708	0	0.0433686947753498	0	0.0123749156783702	0.177462112895382	0.0421033939392	0.0886884077706655	0.000208915641142673	0.0269554079508786	0	0.0631483540111471	0.00210807544188723	0	0.118	0.0780895982864119	1.05355018145353
TCGA.AA.3681.01A.01R.0905.07	0.0209902678789182	0	0.0120804458978232	0.12172850774739	0	0.172391750418788	0.0830248185184854	0.0787966489841277	0.058901802650835	0	0	0.0349948420944834	0	0.0851678565499279	0.0755090918499747	0.168045636797316	0.0171039518971688	0	0.0185539132763069	0	0.0351592692730102	0.0175511961654444	0.23	0.0411011136962394	1.07167178082813
TCGA.AA.3685.01A.02R.A32Z.07	0.0514181048599525	0	0.00628476512357956	0.117030101991397	0	0.195004009718573	0.0678528367313423	0.0648035730909694	0.0352051905593162	0	0.00279830420769126	0.0142722526329018	0.00471055363673541	0.0505963270554359	0.136066647885889	0.184891540881493	0.00277267581759247	0.0076519880665552	0.0100725027669265	0	0.0467282920070481	0.00184033296660207	0.134	0.0706111258723839	1.06431298551433
TCGA.AA.3697.11A.01R.1723.07	0.0890895110651022	0	0.0285612152775175	0.0899223242915378	0	0.059915326616503	0.004432708455123	0.0696357901341262	0.0783613812033984	0.000187241127776733	0	0.00991403517042882	0.00820136978837851	0.211538149989595	0.0242478163424303	0.236119874509396	0	0.0268993330554188	0.0560706918118292	0.00690323116143891	0	0	0.047	0.145095309179212	1.02736724266997
TCGA.AA.3697.01A.01R.1723.07	0.0992805204977836	0	0.0239036205965188	0.0401589647581226	0	0.181707681226053	0.144003987355676	0	0.00662683871529803	0	0.0840972269430653	0	0	0.124681048182639	0.0516662836859864	0.139241070022415	0.00510704191977162	0	0	0.0995257160966704	0	0	0.046	0.148633243306221	1.02134875988919
TCGA.AA.3710.01A.01R.1022.07	0.0157819642366825	0	0.00273951199446809	0.199918282017796	0	0	0.135868107657908	0.0856736572240223	0.0371641967342933	0	0.0416183640525601	0	0	0.00237197904547694	0.0785949401021679	0.147988357603836	0.0272548815557828	0.0139830835118972	0	0.0767455685414226	0.0176301823653728	0.116666923356314	0.229	0.0413569107452052	1.06922824925575
TCGA.AA.3712.01A.21R.1723.07	0.0182886540635071	0	0.00344534284775759	0.097279354983875	0	0.130836424445132	0.149734340783343	0.0361430998042888	0	0	0.0204080481548548	0.0259439942707466	0	0.203126276669576	0.121505366895642	0.173359925210384	0.00609665621399726	0	0.01114996080017	0	0	0.00268255485672632	0.19	0.0535585803518031	1.07191114436824
TCGA.AA.3712.11A.01R.1723.07	0.00689020833722455	0	0.0819200112854775	0.0745265679640751	0	0.237434367306588	0	0	0.0432546102976041	0	0.00532433695775925	0.0197442792689496	0.000921066107410362	0	0.00917560959882101	0.272532567177579	0.0326042126945872	0.00109624848477156	0.1653066454207	0	0.0492692690984531	0	0.046	0.145427423927492	1.0197266692554
TCGA.AA.3715.01A.01R.0905.07	0.0384678650464973	0	0.00249645011765756	0.127333292804607	0	0.0509959340550373	0.00749165649191582	0.0145445369632799	0.0762471797612244	0	0.0575394687222742	0.0160980523864084	0	0.256523558265124	0.0643899489823495	0.147215283736226	0.00926704376700531	0	0	0.10933626076097	0	0.0220534681394239	0.2	0.0524285296204031	1.07780733229032
TCGA.AA.3811.01A.01R.1022.07	0.0434378443048285	0	0.0809882948044613	0.149159443645133	0	0.170982659210052	0.00312454971877015	0.151789689876368	0.00618790497554547	0	0.0145602456404836	0	0.00415147944776347	0.0724055064809235	0.0867302007434055	0.157214160030307	0.0115963932213599	0	0	0.00247393859507599	0.0434829060563155	0.00171478324920764	0.039	0.171920917638168	1.02162292427768
TCGA.AA.3812.01A.01R.0905.07	0.011770001947247	0	0.00427174279647957	0.0646689166604499	0	0.0233955955758217	0	0.00870320400464702	0.0974297406050192	0	0.00158989438779303	0	0	0.657268913067967	0.014702096172084	0.0586123194571141	0	0	0	0.0575875753253775	0	0	0.084	0.0965110061993698	1.1420212642547
TCGA.AA.3814.01A.01R.0905.07	0.0257262770698332	0	0.00406519952657285	0.0863757398665312	0	0.149150448583711	0.0432550446479705	0.0322165305539561	0.0462726787092767	0	0.0583006913691513	0	0	0.155663679656429	0.0715190203020162	0.181450151135686	0.0674862580572495	0	0	0.0315478815044133	0.0305145726549907	0.0164558263622129	0.259	0.0368650565791057	1.06790805599321
TCGA.AA.3815.01A.01R.1022.07	0.0714522997069256	0	0.00625574993918256	0.203577385318831	0	0.084840968616203	0.126990579715062	0.0569936923220744	0.0498817479615767	0	0.0191060044271316	0.000934999493238173	0	0.114324075837736	0.105031599139292	0.137374011233709	0.00824216727357745	0.005072973442466	0.00992174557299394	0	0	0	0.0570000000000001	0.125553034660932	1.0398356011564
TCGA.AA.3818.01A.01R.0905.07	0.0270309953282432	0	0.0154544424229928	0.156218738772893	0	0.21595678237791	0.00651871923872707	0.0295843954887348	0.0443038506884577	0	0	0.0124315662495326	0	0.235522682955263	0.0424291464433865	0.0675517035288766	0.0563234794728041	0.0134948089929533	0	0.0611349824935966	0.0160437055456291	0	0.182	0.0554945026361611	1.07357654602076
TCGA.AA.3819.01A.01R.0905.07	0.0314571612336936	0	0.0145225989012678	0.00950324060559755	0	0.240800885835506	0.0404033677575993	0.0781658995228713	0.0240879815637163	0.0152970493690085	0	0.00103611848469285	0	0.0577905292115543	0.0129419246552327	0.190615069076296	0.0883872093319755	0.0685166282011589	0.0421890911845309	0	0.0551986853650756	0.029086559700223	0.2	0.0522347593861438	1.05264470637939
TCGA.AA.3821.01A.01R.1022.07	0.0174935931203453	0	0.0098676009889676	0.0605734014496255	0	0.209428589968451	0.0178416495445985	0.056998265536903	0.0100880687678866	0	0.0379497120095044	0	0	0.209441217913461	0.0708790253072653	0.173506704486262	0.020681635230149	0	0.0540263919140636	0	0.035696846964601	0.0155272967979161	0.082	0.0975917256408024	1.04662097690428
TCGA.AA.3831.01A.01R.0905.07	0	0	0.044119841787993	0.076474142021405	0	0.320036495095323	0.0111872387166397	0.0563568543275079	0.06091398842491	0	0.0204215210177465	0	0.0182720553795866	0.0413605312464597	0.0248294948839161	0.191186921937835	0.0319515337315353	0.0206251786132843	0	0.0489795685064484	0.0161745422129825	0.0171100920964275	0.165	0.059965464273061	1.06634339951986
TCGA.AA.3833.01A.01R.0905.07	0.0616564423669698	0	0.0095215289815489	0.130964970003587	0	0.119641102553489	0.0299435061577425	0.0663965954144761	0.0559643128408727	0	0.0309589396922564	0	0	0.190393176121258	0.0313701365397923	0.0888997949619389	0.00103327544782002	0.00026863202379895	0	0.121872799867855	0.0442416975778191	0.0168730894487753	0.098	0.087747490648702	1.05373435342781
